"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-888 0.106529365055601 5 16 "GO:0006857;GO:0015833;GO:0042886" "oligopeptide transport" 0.738759026165141
-182 0.484385674291347 2 72 "GO:0006865;GO:0046942;GO:0015711;GO:0015849" "organic anion transport" 0.891479662340778
49 0.736709055662167 5 235 "GO:0006886;GO:0046907;GO:0051649" "establishment of localization in cell" 0.930433501010773
243 0.658549037859089 3 16 "GO:0006914;GO:0061919" "autophagy" 0.901618632516568
68 0.613465978415213 3 275 "GO:0006959" "humoral immune response" 0.89682261428807
-150 0.48686173131443 2 105 "GO:0006979" "response to oxidative stress" 0.891479662340778
-128 0.659330341389639 2 58 "GO:0006996" "organelle organization" 0.901618632516568
24 0.952038654636518 5 31 "GO:0007010" "cytoskeleton organization" 0.984580652849475
74 0.729736403876101 2 107 "GO:0007017;GO:0007018" "microtubule-based process" 0.930433501010773
-633 0.210121086628631 2 19 "GO:0007049" "cell cycle" 0.738759026165141
-82 0.539040380989216 2 279 "GO:0007155" "cell adhesion" 0.89682261428807
-474 0.121189768550987 3 52 "GO:0007156;GO:0098742;GO:0098609" "homophilic cell adhesion via plasma membrane adhesion molecules" 0.738759026165141
-459 0.47027210591448 3 12 "GO:0007160;GO:0031589" "cell-substrate adhesion" 0.891479662340778
184 0.296506054310185 4 159 "GO:0007166" "cell surface receptor signaling pathway" 0.738759026165141
-485 0.464877943374784 2 11 "GO:0007167" "enzyme-linked receptor protein signaling pathway" 0.891479662340778
110 0.437947382460443 3 249 "GO:0007186" "G protein-coupled receptor signaling pathway" 0.891479662340778
49 0.831987852763211 5 93 "GO:0007218" "neuropeptide signaling pathway" 0.948781808792743
530 0.248470480849153 3 23 "GO:0007223;GO:0035567;GO:0016055;GO:1905114" "Wnt signaling pathway, calcium modulating pathway" 0.738759026165141
-23 0.875090282844304 2 228 "GO:0007264;GO:0035556" "intracellular signal transduction" 0.953223343812545
43 0.723400271757178 5 341 "GO:0007268;GO:0098916;GO:0099537;GO:0099536;GO:0007267;GO:0007154;GO:0023052" "cell communication" 0.930433501010773
202 0.343250152286691 2 108 "GO:0007275" "multicellular organism development" 0.815776335954084
-231 0.142649177578749 3 200 "GO:0007600;GO:0050877;GO:0003008" "sensory perception" 0.738759026165141
-102 0.78807451221001 2 34 "GO:0008033;GO:0034470" "ncRNA processing" 0.942495251109503
-1326 0.0456750712028449 2 11 "GO:0008202" "steroid metabolic process" 0.738759026165141
830 0.232983118897331 2 10 "GO:0008380" "RNA splicing" 0.738759026165141
172 0.553897958038101 3 58 "GO:0008610" "lipid biosynthetic process" 0.89682261428807
469 0.0944625456855398 4 62 "GO:0008643;GO:0055085" "transmembrane transport" 0.738759026165141
-498 0.380722964660977 5 15 "GO:0008654" "phospholipid biosynthetic process" 0.839425331722395
82 0.640149644242215 3 161 "GO:0009057" "macromolecule catabolic process" 0.901133729971733
-367 0.467009593310143 3 19 "GO:0009063;GO:1901606" "amino acid catabolic process" 0.891479662340778
-865 0.14162411905987 7 14 "GO:0009064" "glutamine family amino acid metabolic process" 0.738759026165141
262 0.585078053368941 2 21 "GO:0009069" "serine family amino acid metabolic process" 0.89682261428807
-889 0.20133975470931 5 10 "GO:0009084" "glutamine family amino acid biosynthetic process" 0.738759026165141
901 0.125751221286353 3 14 "GO:0009116;GO:1901657" "nucleoside metabolic process" 0.738759026165141
680 0.284848320584953 2 12 "GO:0009148;GO:0009147;GO:0006183;GO:0046039;GO:0006228;GO:0009209;GO:0009220;GO:0046051;GO:0009208;GO:0009218;GO:0006241;GO:0046036" "pyrimidine nucleoside triphosphate metabolic process" 0.738759026165141
-724 0.218640968943726 2 14 "GO:0009190;GO:0009187" "cyclic nucleotide biosynthetic process" 0.738759026165141
119 0.857152595703653 4 11 "GO:0009395" "phospholipid catabolic process" 0.953223343812545
376 0.293005864529541 2 38 "GO:0009401;GO:0098704;GO:0034219;GO:0098657;GO:0098739" "import into cell" 0.738759026165141
-50 0.834720607735692 4 85 "GO:0009682;GO:0042742;GO:0009617" "response to bacterium" 0.948781808792743
196 0.291922168679944 2 143 "GO:0009719;GO:0033209;GO:0019221" "response to endogenous stimulus" 0.738759026165141
-69 0.44101501599256 6 671 "GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090" "regulation of metabolic process" 0.891479662340778
-13 0.901225811237302 3 508 "GO:0010992;GO:0019725;GO:0042592" "homeostatic process" 0.970143079155449
-27 0.828907412739324 2 317 "GO:0015031;GO:0045184;GO:0051641;GO:0008104;GO:0070727;GO:0033036" "cellular localization" 0.948781808792743
1391 0.0114943849061727 2 16 "GO:0015074" "DNA integration" 0.649460428405123
574 0.108746283958779 5 38 "GO:0015986;GO:0006754;GO:0046034" "ATP biosynthetic process" 0.738759026165141
-353 0.153492568171273 2 80 "GO:0016042" "lipid catabolic process" 0.738759026165141
252 0.0357395238265003 2 353 "GO:0016043;GO:0043933" "cellular component organization" 0.699427689728666
199 0.686796668840564 2 20 "GO:0016051" "carbohydrate biosynthetic process" 0.913674670406834
125 0.380444958206187 5 247 "GO:0016070" "RNA metabolic process" 0.839425331722395
65 0.873570178468261 3 29 "GO:0016192" "vesicle-mediated transport" 0.953223343812545
52 0.640116472555847 3 418 "GO:0016567;GO:0032446;GO:0070647;GO:0043687" "post-translational protein modification" 0.901133729971733
325 0.0524239459958539 2 176 "GO:0019637;GO:0009117;GO:0006753;GO:0055086" "organophosphate metabolic process" 0.738759026165141
-872 0.102497627502811 6 17 "GO:0019646;GO:0009060;GO:0022904;GO:0045333;GO:0015980;GO:0022900" "respiratory electron transport chain" 0.738759026165141
26 0.869574439025722 3 200 "GO:0019752;GO:0043436;GO:0006082" "oxoacid metabolic process" 0.953223343812545
36 0.792241663286844 2 270 "GO:0030001" "metal ion transport" 0.942495251109503
600 0.325801884767643 2 13 "GO:0030154;GO:0048869" "cell differentiation" 0.784496643585246
262 0.213174314664432 2 111 "GO:0030163;GO:0043248" "protein catabolic process" 0.738759026165141
342 0.533832503774472 4 16 "GO:0030258" "lipid modification" 0.89682261428807
-132 0.590195170349734 4 81 "GO:0031214;GO:0009888" "biomineral tissue development" 0.89682261428807
17 0.870889262471106 1 452 "GO:0032501" "multicellular organismal process" 0.953223343812545
210 0.351617553105172 2 96 "GO:0032774" "RNA biosynthetic process" 0.824948874592904
24 0.921335398796526 2 84 "GO:0032787" "monocarboxylic acid metabolic process" 0.984580652849475
3 0.977387861968558 2 362 "GO:0033554;GO:0051716" "cellular response to stress" 0.988187727846664
-115 0.757566074593471 3 35 "GO:0034599;GO:0062197;GO:0070887;GO:0042221" "response to chemical" 0.930433501010773
280 0.0593615927969282 4 226 "GO:0034654;GO:0018130;GO:0019438;GO:1901362" "organic cyclic compound biosynthetic process" 0.738759026165141
236 0.266862835929288 2 109 "GO:0040029;GO:0016570" "epigenetic regulation of gene expression" 0.738759026165141
-323 0.142370724172682 3 101 "GO:0042254;GO:0022613;GO:0044085" "cellular component biogenesis" 0.738759026165141
212 0.252312630286239 3 144 "GO:0042381;GO:0007599;GO:0050817;GO:0050878" "regulation of body fluid levels" 0.738759026165141
-60 0.755021093868741 5 134 "GO:0042981;GO:0043067;GO:0006915;GO:0012501;GO:0008219" "regulation of apoptotic process" 0.930433501010773
-224 0.48096140565271 5 48 "GO:0043087" "regulation of GTPase activity" 0.891479662340778
184 0.781993188315614 3 11 "GO:0043648" "dicarboxylic acid metabolic process" 0.942495251109503
-305 0.591228814154405 4 15 "GO:0044242" "cellular lipid catabolic process" 0.89682261428807
-143 0.627813084127643 2 56 "GO:0044248" "cellular catabolic process" 0.89757651871374
274 0.237176492397542 3 91 "GO:0044255" "cellular lipid metabolic process" 0.738759026165141
202 0.0703306806735616 2 411 "GO:0044281" "small molecule metabolic process" 0.738759026165141
241 0.298188264049261 3 91 "GO:0044283" "small molecule biosynthetic process" 0.738759026165141
35 0.741689731551837 2 447 "GO:0045087;GO:0006955;GO:0002376;GO:0098542;GO:0006952;GO:0051707;GO:0043207;GO:0044419;GO:0009605;GO:0009607" "defense response" 0.930433501010773
-569 0.0943105760273507 5 42 "GO:0045824;GO:0002832;GO:0031348;GO:0032102;GO:0045088;GO:0050777;GO:0002831;GO:0048585;GO:0031347;GO:0080134;GO:0032101;GO:0002683" "negative regulation of response to external stimulus" 0.738759026165141
474 0.0966281123432134 3 60 "GO:0046394;GO:0016053" "organic acid biosynthetic process" 0.738759026165141
-478 0.268500121412711 3 26 "GO:0046395;GO:0016054;GO:0044282" "small molecule catabolic process" 0.738759026165141
98 0.855106426841057 3 17 "GO:0046434" "organophosphate catabolic process" 0.953223343812545
87 0.862928771282737 3 19 "GO:0046496;GO:0019362;GO:0072524" "pyridine-containing compound metabolic process" 0.953223343812545
797 0.229748926735276 2 11 "GO:0046839" "phospholipid dephosphorylation" 0.738759026165141
-51 0.793138080168653 5 131 "GO:0048167;GO:0050804;GO:0099177;GO:0010646;GO:0023051" "regulation of cell communication" 0.942495251109503
-459 0.489102085677217 2 11 "GO:0048193" "Golgi vesicle transport" 0.891479662340778
-135 0.375858369396862 2 214 "GO:0048518" "positive regulation of biological process" 0.839425331722395
-635 0.0177448204482274 2 68 "GO:0048519" "negative regulation of biological process" 0.649460428405123
76 0.622385092975874 2 210 "GO:0048856;GO:0032502" "developmental process" 0.89682261428807
49 0.820820449166217 3 103 "GO:0050790;GO:0065009" "regulation of molecular function" 0.948781808792743
274 0.587915394056676 2 19 "GO:0051258" "protein polymerization" 0.89682261428807
-48 0.944996460206049 5 10 "GO:0051276" "chromosome organization" 0.984580652849475
106 0.618222223732249 2 108 "GO:0051301" "cell division" 0.89682261428807
-195 0.475923558975647 2 65 "GO:0051336" "regulation of hydrolase activity" 0.891479662340778
489 0.209802799687074 2 32 "GO:0051341" "regulation of oxidoreductase activity" 0.738759026165141
433 0.461687599239459 5 14 "GO:0051342" "regulation of cyclic-nucleotide phosphodiesterase activity" 0.891479662340778
-20 0.97479679601298 3 12 "GO:0055080;GO:0048878;GO:0050801" "monoatomic ion homeostasis" 0.988187727846664
164 0.280427538412121 2 216 "GO:0061077;GO:0006457" "protein folding" 0.738759026165141
375 0.0280395025880933 5 170 "GO:0065003;GO:0022607" "cellular component assembly" 0.699427689728666
74 0.580867785881962 2 280 "GO:0065008" "regulation of biological quality" 0.89682261428807
7 0.943751545915609 3 493 "GO:0071702;GO:0071705" "organic substance transport" 0.984580652849475
123 0.247746468796079 2 454 "GO:0071840" "cellular component organization or biogenesis" 0.738759026165141
734 0.146126964308751 2 19 "GO:0072528;GO:0072527" "pyrimidine-containing compound metabolic process" 0.738759026165141
-1120 0.00618547428993602 2 29 "GO:0072594;GO:0033365" "establishment of protein localization to organelle" 0.565970897529146
-289 0.538001183888903 3 22 "GO:0090150;GO:0072657;GO:0051668" "localization within membrane" 0.89682261428807
6 0.951922751242714 2 518 "GO:0090304" "nucleic acid metabolic process" 0.984580652849475
328 0.136242726434103 4 101 "GO:0090407;GO:0009165;GO:1901293" "organophosphate biosynthetic process" 0.738759026165141
-362 0.451420889878765 3 21 "GO:1900118;GO:0043066;GO:0043069;GO:0048523" "negative regulation of cellular process" 0.891479662340778
-267 0.245196388523185 2 93 "GO:1900119;GO:0043065;GO:1900117;GO:0043068;GO:0048522" "regulation of execution phase of apoptosis" 0.738759026165141
149 0.822192774458549 2 11 "GO:1901071;GO:0006040" "glucosamine-containing compound metabolic process" 0.948781808792743
278 0.175218978781691 2 117 "GO:1901135" "carbohydrate derivative metabolic process" 0.738759026165141
601 0.016368418059858 3 78 "GO:1901137;GO:0009142;GO:0009141;GO:0009152;GO:0009206;GO:0006164;GO:0009150;GO:0009260;GO:0009145;GO:0009201;GO:0009205;GO:0072522;GO:0009259;GO:0046390;GO:0009144;GO:0009199;GO:0019693" "purine-containing compound biosynthetic process" 0.649460428405123
199 0.298733158121423 2 134 "GO:1901565" "organonitrogen compound catabolic process" 0.738759026165141
-87 0.492018830035074 2 314 "GO:1901575;GO:0009056" "catabolic process" 0.891479662340778
116 0.161764789940345 2 779 "GO:1901576;GO:0044271;GO:0044249" "organic substance biosynthetic process" 0.738759026165141
-161 0.61014770144562 6 49 "GO:1901605" "alpha-amino acid metabolic process" 0.89682261428807
230 0.594059662419544 2 26 "GO:1901607;GO:0008652" "alpha-amino acid biosynthetic process" 0.89682261428807
-195 0.552260094700947 2 45 "GO:1901615" "organic hydroxy compound metabolic process" 0.89682261428807
