"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-405 0.0702310637058688 4 202 "GO:0000398;GO:0000377;GO:0000375" "RNA splicing, via transesterification reactions" 0.312213311170738
161 0.755775496107381 6 37 "GO:0000413;GO:0018208" "peptidyl-proline modification" 0.904887567443804
-627 0.183015944126816 3 45 "GO:0000422;GO:0061726" "autophagy of mitochondrion" 0.496880743477398
-874 0.226907063750716 2 19 "GO:0000423" "mitophagy" 0.555672524009181
524 0.533992185023052 2 14 "GO:0000460" "maturation of 5.8S rRNA" 0.798436660885793
261 0.685721529260152 3 24 "GO:0000462" "maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.873011944183734
-279 0.707275666678265 2 18 "GO:0000470" "maturation of LSU-rRNA" 0.88218095870855
-1026 0.240689338446862 2 13 "GO:0000479" "endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.573278021982092
886 0.130655815141528 2 29 "GO:0000578" "embryonic axis specification" 0.425069377418803
-27 0.976345915758237 4 12 "GO:0000712" "resolution of meiotic recombination intermediates" 0.991732106515044
-213 0.763178788889121 3 20 "GO:0000722" "telomere maintenance via recombination" 0.908405426485631
794 0.00692986675623473 2 116 "GO:0000723;GO:0032200" "telomere organization" 0.0875251664280606
143 0.66095881812849 2 94 "GO:0000724;GO:0000725" "recombinational repair" 0.861408814505855
246 0.747893996801262 2 17 "GO:0000729" "DNA double-strand break processing" 0.902122783640312
387 0.539949256236922 2 25 "GO:0000731" "DNA synthesis involved in DNA repair" 0.800683413799808
-551 0.323436570749864 3 32 "GO:0000819;GO:0000070" "sister chromatid segregation" 0.652416046622873
243 0.3391604388176 3 156 "GO:0000902" "cell morphogenesis" 0.665898476554146
142 0.717287939270337 2 65 "GO:0000904" "cell morphogenesis involved in differentiation" 0.887942373801357
245 0.480253182012837 2 83 "GO:0000956;GO:0006402" "mRNA catabolic process" 0.764227535063576
-141 0.84946697909871 4 18 "GO:0000959" "mitochondrial RNA metabolic process" 0.941671086845264
220 0.364996243333497 2 171 "GO:0001501" "skeletal system development" 0.683524892110302
415 0.502844620920729 2 26 "GO:0001502;GO:0098743" "cell aggregation" 0.777176724318065
273 0.318594965250017 2 134 "GO:0001503" "ossification" 0.647870661580317
286 0.259456700553099 2 157 "GO:0001505" "regulation of neurotransmitter levels" 0.594391840909527
-471 0.177351550390245 3 82 "GO:0001508" "action potential" 0.489780584773619
-213 0.697620022652342 7 33 "GO:0001510" "RNA methylation" 0.878194269872778
234 0.766801464827808 5 16 "GO:0001516;GO:0046457" "prostanoid biosynthetic process" 0.909901846193147
532 0.153398535695879 2 72 "GO:0001523;GO:0016101" "diterpenoid metabolic process" 0.460599586865816
335 0.0595025667846509 3 324 "GO:0001525" "angiogenesis" 0.286034236576893
241 0.535782786035164 3 66 "GO:0001541" "ovarian follicle development" 0.799054602834604
1194 0.156727884950132 2 14 "GO:0001553" "luteinization" 0.463777088322449
357 0.621296991861657 2 19 "GO:0001556" "oocyte maturation" 0.842985637376977
504 0.000810586402015195 2 457 "GO:0001558" "regulation of cell growth" 0.0195644152528275
482 0.0982682526359652 3 118 "GO:0001568" "blood vessel development" 0.370414263819951
778 0.150896478596869 2 34 "GO:0001569" "branching involved in blood vessel morphogenesis" 0.456441868927445
429 0.259546806019713 4 69 "GO:0001570" "vasculogenesis" 0.594391840909527
-27 0.963768563396561 3 28 "GO:0001573" "ganglioside metabolic process" 0.98732735050181
468 0.578975940514756 4 14 "GO:0001574" "ganglioside biosynthetic process" 0.82176080227002
691 0.201642049409538 2 34 "GO:0001578" "microtubule bundle formation" 0.521059331714109
1806 0.057512591897361 4 11 "GO:0001580;GO:0050912" "detection of chemical stimulus involved in sensory perception of bitter taste" 0.282356814320377
87 0.737072191387689 3 150 "GO:0001649" "osteoblast differentiation" 0.898022497047629
485 0.160008453122666 5 84 "GO:0001654" "eye development" 0.467155775107974
366 0.57753579287892 2 23 "GO:0001655" "urogenital system development" 0.820789530301224
654 0.190006317587394 2 40 "GO:0001656" "metanephros development" 0.505149437184479
-223 0.587448187723757 3 59 "GO:0001657;GO:0072164;GO:0072163" "mesonephric epithelium development" 0.826366617506407
388 0.354418809609627 2 57 "GO:0001658" "branching involved in ureteric bud morphogenesis" 0.675991192511535
2017 0.000577485255596587 3 29 "GO:0001659" "temperature homeostasis" 0.015752704309469
384 0.419793455313651 2 44 "GO:0001662;GO:0002209;GO:0042596" "fear response" 0.722458387501338
765 7.91890356871966e-06 2 350 "GO:0001666;GO:0036293;GO:0070482" "response to oxygen levels" 0.000760544696912451
445 0.0418601066463091 4 212 "GO:0001667" "ameboidal-type cell migration" 0.235335477609128
-1372 0.149054955894673 3 11 "GO:0001675" "acrosome assembly" 0.453932478234605
497 0.0910043257548047 6 116 "GO:0001676;GO:0033559" "long-chain fatty acid metabolic process" 0.355482646579447
-27 0.926791405501145 2 113 "GO:0001678;GO:0071333;GO:0071331;GO:0071326;GO:0071322" "cellular response to carbohydrate stimulus" 0.973250090517429
-269 0.758249163743893 3 13 "GO:0001682;GO:0099116" "tRNA 5'-end processing" 0.905796081392042
527 0.00924225289931047 5 248 "GO:0001701;GO:0043009;GO:0009792;GO:0009790" "embryo development" 0.104934493355011
-1547 0.043063909017389 2 17 "GO:0001702" "gastrulation with mouth forming second" 0.240527846227991
-407 0.381566179636776 3 46 "GO:0001704;GO:0001707" "formation of primary germ layer" 0.698826988261284
-287 0.414424933938456 3 81 "GO:0001708" "cell fate specification" 0.717962775443924
-470 0.288465254180709 2 51 "GO:0001709" "cell fate determination" 0.619387434454154
-560 0.491983763975979 7 15 "GO:0001732" "formation of cytoplasmic translation initiation complex" 0.76908957339073
125 0.870230219787839 3 17 "GO:0001736;GO:0007164" "establishment of planar polarity" 0.949713228107405
141 0.876866636943172 2 12 "GO:0001738" "morphogenesis of a polarized epithelium" 0.951644635171396
7 0.985755788916873 2 68 "GO:0001755;GO:0090497" "mesenchymal cell migration" 0.995691101425676
626 0.160793491802292 2 50 "GO:0001756;GO:0035282" "segmentation" 0.469116027679871
-772 0.359545894788799 2 14 "GO:0001759" "organ induction" 0.680098888341377
64 0.794033535675959 2 168 "GO:0001764" "neuron migration" 0.925068132288646
1207 0.204188195769545 6 11 "GO:0001765" "membrane raft assembly" 0.525200944843367
1953 0.0500738521873389 4 10 "GO:0001767" "establishment of lymphocyte polarity" 0.262020951854293
-329 0.695915743575662 3 14 "GO:0001771" "immunological synapse formation" 0.877268684135576
1201 0.0107022467410323 2 45 "GO:0001774;GO:0002269;GO:0061900" "glial cell activation" 0.114471827090856
-141 0.871762788897477 2 13 "GO:0001778" "plasma membrane repair" 0.949713228107405
545 0.336482514502182 5 31 "GO:0001779" "natural killer cell differentiation" 0.664370962727879
154 0.877329652815278 2 10 "GO:0001780" "neutrophil homeostasis" 0.951644635171396
-78 0.870288120152808 3 44 "GO:0001782" "B cell homeostasis" 0.949713228107405
317 0.637366894295712 2 22 "GO:0001783" "B cell apoptotic process" 0.849943857264213
895 0.12028736523596 3 30 "GO:0001816" "cytokine production" 0.408525843539538
686 9.1936373338924e-09 4 748 "GO:0001817" "regulation of cytokine production" 3.53188900910366e-06
772 5.66970571624804e-05 2 277 "GO:0001818" "negative regulation of cytokine production" 0.0029976636980802
575 5.72222137594485e-05 4 511 "GO:0001819" "positive regulation of cytokine production" 0.0029976636980802
385 0.120558831214862 4 164 "GO:0001822" "kidney development" 0.408525843539538
-917 0.276709806617187 5 14 "GO:0001823" "mesonephros development" 0.608641428185565
-173 0.797303718958797 3 22 "GO:0001824" "blastocyst development" 0.925370126988936
-276 0.688590428941406 2 21 "GO:0001825" "blastocyst formation" 0.874972954084863
185 0.808894350065027 2 17 "GO:0001829" "trophectodermal cell differentiation" 0.926861351207267
253 0.799382371656184 3 10 "GO:0001833" "inner cell mass cell proliferation" 0.926506982628582
383 0.499443680444996 2 31 "GO:0001836" "release of cytochrome c from mitochondria" 0.774969830646729
564 0.055077593871374 3 116 "GO:0001837;GO:0048762" "mesenchymal cell differentiation" 0.274791891501119
-373 0.554243191602562 5 25 "GO:0001838" "embryonic epithelial tube formation" 0.809574770448396
-14 0.967006047017869 2 90 "GO:0001843;GO:0060606" "tube closure" 0.987586917196286
348 0.713966086223175 3 11 "GO:0001867" "complement activation, lectin pathway" 0.885705554230966
-67 0.941074334638401 5 12 "GO:0001881" "receptor recycling" 0.976446698780785
557 0.270540993909016 2 39 "GO:0001885;GO:0061028" "endothelial cell development" 0.604480525231227
-216 0.804758628956881 2 13 "GO:0001886" "endothelial cell morphogenesis" 0.926861351207267
816 0.00445117388755334 2 122 "GO:0001889" "liver development" 0.0631381896049874
456 0.366857376833863 2 39 "GO:0001890" "placenta development" 0.684424325052249
421 0.488411595343761 2 27 "GO:0001892" "embryonic placenta development" 0.768456469124484
413 0.0732444438333326 3 190 "GO:0001894;GO:0060249" "anatomical structure homeostasis" 0.320542848817033
-341 0.489440753220672 5 41 "GO:0001895" "retina homeostasis" 0.768505556398711
131 0.693875955347719 2 90 "GO:0001906" "cell killing" 0.876134799822784
246 0.574062459974222 3 52 "GO:0001909" "leukocyte mediated cytotoxicity" 0.820089228534603
-311 0.684411199244802 4 17 "GO:0001913" "T cell mediated cytotoxicity" 0.872789938732652
450 0.328132687876518 5 47 "GO:0001914" "regulation of T cell mediated cytotoxicity" 0.65685847088097
35 0.964254252861745 2 16 "GO:0001915" "negative regulation of T cell mediated cytotoxicity" 0.987551671404591
454 0.395221346626257 2 35 "GO:0001916" "positive regulation of T cell mediated cytotoxicity" 0.705389128706029
438 0.505105824208901 2 23 "GO:0001919" "regulation of receptor recycling" 0.779818435901887
284 0.727066146979539 3 15 "GO:0001921" "positive regulation of receptor recycling" 0.891666650060036
531 9.66473011239684e-08 2 1115 "GO:0001932" "regulation of protein phosphorylation" 2.12163837229283e-05
531 0.000617709365263346 5 430 "GO:0001933;GO:0042326;GO:0045936;GO:0010563" "negative regulation of phosphorus metabolic process" 0.0163188661376975
550 1.5476416927284e-08 4 1177 "GO:0001934;GO:0031401;GO:0042327;GO:0045937;GO:0010562" "positive regulation of protein modification process" 4.53703339837232e-06
-307 0.514849346901579 4 45 "GO:0001935" "endothelial cell proliferation" 0.7858793708238
745 0.00113937508322829 5 193 "GO:0001936" "regulation of endothelial cell proliferation" 0.0253744885685141
479 0.211274896672334 4 68 "GO:0001937" "negative regulation of endothelial cell proliferation" 0.536525422330372
655 0.0176059843902897 3 132 "GO:0001938" "positive regulation of endothelial cell proliferation" 0.150914213873084
675 0.187459388387236 3 38 "GO:0001942" "hair follicle development" 0.502780707006716
855 0.109214122419525 2 35 "GO:0001944" "vasculature development" 0.390004782047949
1535 0.0594148581087134 2 15 "GO:0001945" "lymph vessel development" 0.285910747266356
833 0.32284937032861 2 14 "GO:0001946" "lymphangiogenesis" 0.652416046622873
566 0.19221296942187 2 53 "GO:0001947;GO:0003143" "embryonic heart tube morphogenesis" 0.50925390174415
710 0.00394574138077761 2 166 "GO:0001952" "regulation of cell-matrix adhesion" 0.0598350913335026
574 0.185537011315185 2 53 "GO:0001953" "negative regulation of cell-matrix adhesion" 0.500483102494443
969 0.00717794353100556 2 77 "GO:0001954" "positive regulation of cell-matrix adhesion" 0.0892846770224036
-94 0.914721699657995 4 13 "GO:0001955" "blood vessel maturation" 0.966284838547974
-131 0.839389483421958 2 24 "GO:0001956;GO:0051590" "positive regulation of neurotransmitter transport" 0.940361000868828
447 0.638344637744893 4 11 "GO:0001957;GO:0036072" "intramembranous ossification" 0.849943857264213
1154 0.0261729794741543 3 37 "GO:0001958;GO:0036075" "replacement ossification" 0.180895705211171
872 0.000508645566098664 4 160 "GO:0001959;GO:0060759" "regulation of response to cytokine stimulus" 0.0143856199982506
844 0.0169571640676048 3 80 "GO:0001960;GO:0060761" "negative regulation of response to cytokine stimulus" 0.148054027181171
809 0.0510593363064493 3 58 "GO:0001961;GO:0060760" "positive regulation of response to cytokine stimulus" 0.264179057657386
59 0.950691062364155 4 11 "GO:0001964" "startle response" 0.980973067027276
84 0.848302018029744 3 52 "GO:0001974" "blood vessel remodeling" 0.941671086845264
561 0.347251422405832 2 28 "GO:0001975" "response to amphetamine" 0.671511746533531
811 0.208004419159854 2 24 "GO:0001977;GO:0003071" "renal system process involved in regulation of systemic arterial blood pressure" 0.531836035677719
380 0.531993293854405 4 27 "GO:0001990;GO:0003044;GO:0050886" "regulation of systemic arterial blood pressure mediated by a chemical signal" 0.796637453924485
434 0.647949311032537 2 11 "GO:0002003" "angiotensin maturation" 0.853745996901404
246 0.119390289275134 4 414 "GO:0002009;GO:0048729" "tissue morphogenesis" 0.406709580878741
-465 0.54353144872455 2 17 "GO:0002011" "morphogenesis of an epithelial sheet" 0.802845235059332
287 0.762713262854043 2 11 "GO:0002021" "response to dietary excess" 0.908085780412484
467 0.395301884468164 5 33 "GO:0002026" "regulation of the force of heart contraction" 0.705389128706029
311 0.32351410709441 5 101 "GO:0002027" "regulation of heart rate" 0.652416046622873
679 0.0595880030316692 2 77 "GO:0002028" "regulation of sodium ion transport" 0.286146556224995
-421 0.617152880475235 2 14 "GO:0002029;GO:0022401;GO:0023058" "adaptation of signaling pathway" 0.842236465065374
72 0.92476729877322 2 17 "GO:0002031" "G protein-coupled receptor internalization" 0.97244006554392
701 0.461067623824844 2 11 "GO:0002036" "regulation of L-glutamate import across plasma membrane" 0.751421070355362
978 0.0667279572950556 4 35 "GO:0002040" "sprouting angiogenesis" 0.302771538513983
290 0.598187145951395 2 33 "GO:0002042" "cell migration involved in sprouting angiogenesis" 0.828456859665337
-1781 0.0740744029177257 2 10 "GO:0002043" "blood vessel endothelial cell proliferation involved in sprouting angiogenesis" 0.321244588382611
-267 0.626486092854803 4 33 "GO:0002052" "positive regulation of neuroblast proliferation" 0.84517678712055
806 0.0463538218728751 2 61 "GO:0002053;GO:0010464" "regulation of mesenchymal cell proliferation" 0.251563544446674
237 0.518597258748867 4 74 "GO:0002062" "chondrocyte differentiation" 0.786943174072507
666 0.311109024421261 3 23 "GO:0002063" "chondrocyte development" 0.64104774736653
148 0.575810706176585 3 144 "GO:0002064" "epithelial cell development" 0.8207189749549
120 0.716450573000605 2 91 "GO:0002065" "columnar/cuboidal epithelial cell differentiation" 0.887620838896208
320 0.469105952390734 3 51 "GO:0002067" "glandular epithelial cell differentiation" 0.757428465722006
-91 0.854684883238971 5 40 "GO:0002068;GO:0002066" "columnar/cuboidal epithelial cell development" 0.944188188768669
436 0.507394038892484 2 23 "GO:0002070" "epithelial cell maturation" 0.780475982413864
771 0.378040614269979 3 13 "GO:0002071;GO:0002069" "columnar/cuboidal epithelial cell maturation" 0.695437841893297
1006 0.103936339701999 3 26 "GO:0002076" "osteoblast development" 0.379706035065475
583 0.420067002974804 2 19 "GO:0002082" "regulation of oxidative phosphorylation" 0.722577941684271
690 0.223732794188843 2 31 "GO:0002088" "lens development in camera-type eye" 0.552737503328278
406 0.630239892832478 3 14 "GO:0002089" "lens morphogenesis in camera-type eye" 0.846563492411924
1014 0.0173454602812677 6 55 "GO:0002090" "regulation of receptor internalization" 0.150023587048113
1112 0.0621131870470703 3 28 "GO:0002092" "positive regulation of receptor internalization" 0.292783018698358
390 0.695587154024402 2 10 "GO:0002155" "regulation of thyroid hormone mediated signaling pathway" 0.877265552862768
185 0.590528001510397 2 85 "GO:0002181" "cytoplasmic translation" 0.827441297460652
955 0.274956611197763 2 13 "GO:0002183" "cytoplasmic translational initiation" 0.608635239615789
323 0.444262743918295 2 56 "GO:0002200;GO:0002562;GO:0016444" "somatic diversification of immune receptors" 0.739832210906689
483 0.236436552744892 3 60 "GO:0002220" "innate immune response activating cell surface receptor signaling pathway" 0.567694014663517
320 0.364794957638616 2 80 "GO:0002221" "pattern recognition receptor signaling pathway" 0.683524892110302
659 0.223464764110001 4 34 "GO:0002223;GO:1990858;GO:1990840" "stimulatory C-type lectin receptor signaling pathway" 0.552579391147205
207 0.686703995588622 6 38 "GO:0002224" "toll-like receptor signaling pathway" 0.873555277144094
-606 0.292974712872937 2 30 "GO:0002227;GO:0002385;GO:0002251" "organ or tissue specific immune response" 0.624416748194286
964 0.112423627954025 2 27 "GO:0002230" "positive regulation of defense response to virus by host" 0.39562818692218
200 0.498327009200028 2 115 "GO:0002244" "hematopoietic progenitor cell differentiation" 0.774429767831407
488 0.0119004152081699 3 271 "GO:0002250" "adaptive immune response" 0.119908128639109
343 0.0404666328614004 2 366 "GO:0002252" "immune effector process" 0.231166267027331
558 0.0962868891981109 2 89 "GO:0002260;GO:0001776" "leukocyte homeostasis" 0.36561745424782
-387 0.438383463988244 2 40 "GO:0002262" "myeloid cell homeostasis" 0.735692671636624
999 4.3549587318537e-05 2 169 "GO:0002274" "myeloid leukocyte activation" 0.00244833655534702
703 0.0648782682889801 2 69 "GO:0002275" "myeloid cell activation involved in immune response" 0.297719106838731
1307 0.0470053646532379 3 23 "GO:0002281" "macrophage activation involved in immune response" 0.25336805909913
324 0.637504440553816 3 21 "GO:0002283" "neutrophil activation involved in immune response" 0.849943857264213
367 0.197706891815365 2 124 "GO:0002285" "lymphocyte activation involved in immune response" 0.516097831975556
282 0.478992985460419 3 63 "GO:0002286" "T cell activation involved in immune response" 0.763001276075969
1805 0.0183134658811758 7 17 "GO:0002295;GO:0043373" "CD4-positive, alpha-beta T cell lineage commitment" 0.154232262257099
663 0.0881932050835138 3 66 "GO:0002312" "B cell activation involved in immune response" 0.349287521851373
664 0.189091016927208 2 39 "GO:0002313;GO:0002335" "mature B cell differentiation" 0.503587283670958
1386 0.164528814276233 2 10 "GO:0002314" "germinal center B cell differentiation" 0.473646316860676
1130 0.257259574822074 9 10 "GO:0002315" "marginal zone B cell differentiation" 0.592686976476642
631 0.371064333909193 5 20 "GO:0002320" "lymphoid progenitor cell differentiation" 0.688939089857038
190 0.793421196675843 5 19 "GO:0002323" "natural killer cell activation involved in immune response" 0.924588401586359
429 0.586810266403183 2 16 "GO:0002326" "B cell lineage commitment" 0.826366617506407
-80 0.930359217592252 2 12 "GO:0002327" "immature B cell differentiation" 0.974264757373381
635 0.345021083147805 3 22 "GO:0002347" "response to tumor cell" 0.671379274996561
590 0.468580624910679 2 15 "GO:0002357" "defense response to tumor cell" 0.757418191037248
1023 0.0517286875868064 3 36 "GO:0002360" "T cell lineage commitment" 0.266305758388313
1678 0.00781636804288033 2 25 "GO:0002363;GO:0043369" "alpha-beta T cell lineage commitment" 0.0933509240354361
460 0.043794275880774 3 194 "GO:0002366;GO:0002263" "cell activation involved in immune response" 0.243179904178442
472 0.445436360163447 2 26 "GO:0002407" "dendritic cell chemotaxis" 0.739981046511606
802 0.420931839160423 2 10 "GO:0002428" "antigen processing and presentation of peptide antigen via MHC class Ib" 0.723525644492748
-8 0.968569848394115 2 275 "GO:0002429;GO:0002768" "immune response-regulating cell surface receptor signaling pathway" 0.988074131687734
370 0.684214846040297 5 12 "GO:0002430" "complement receptor mediated signaling pathway" 0.872780974058044
-503 0.367190585736409 2 32 "GO:0002437" "inflammatory response to antigenic stimulus" 0.684768851231734
-885 0.276882343692541 3 15 "GO:0002438" "acute inflammatory response to antigenic stimulus" 0.608641428185565
110 0.875642004898063 4 20 "GO:0002446;GO:0002444" "myeloid leukocyte mediated immunity" 0.950932777992949
481 0.112700820080195 4 109 "GO:0002449;GO:0002443" "leukocyte mediated immunity" 0.395999070556173
-170 0.75683151828932 3 33 "GO:0002456" "T cell mediated immunity" 0.90492252093119
898 0.00619153588898739 2 93 "GO:0002460" "adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" 0.0813190326160452
1466 0.0486715939787443 4 18 "GO:0002467" "germinal center formation" 0.257793324358851
3 0.996246609371249 2 26 "GO:0002474" "antigen processing and presentation of peptide antigen via MHC class I" 0.999281303133476
662 0.37286008343971 2 18 "GO:0002475" "antigen processing and presentation via MHC class Ib" 0.690548407331003
-178 0.761493872327249 3 29 "GO:0002501;GO:0002381;GO:0002377;GO:0002440;GO:0002503" "production of molecular mediator of immune response" 0.907102519748997
1041 0.130499290199041 2 21 "GO:0002507" "tolerance induction" 0.425069377418803
1501 0.0992398890447357 2 12 "GO:0002520" "immune system development" 0.370742211099053
400 0.560831607778289 2 21 "GO:0002523" "leukocyte migration involved in inflammatory response" 0.81335904364139
667 0.0676087651632793 4 75 "GO:0002526" "acute inflammatory response" 0.304248439290221
1970 0.0194249910927254 5 14 "GO:0002544" "chronic inflammatory response" 0.15785880905619
153 0.737294649531102 5 48 "GO:0002548" "monocyte chemotaxis" 0.898022497047629
828 0.00194224726787907 4 141 "GO:0002573" "myeloid leukocyte differentiation" 0.035390355355425
-48 0.93876855774001 2 25 "GO:0002577" "regulation of antigen processing and presentation" 0.976446698780785
-33 0.966785647330129 2 16 "GO:0002578" "negative regulation of antigen processing and presentation" 0.987586917196286
-135 0.859872066682093 4 17 "GO:0002604" "regulation of dendritic cell antigen processing and presentation" 0.946755950006549
-160 0.872898977273414 2 10 "GO:0002605" "negative regulation of dendritic cell antigen processing and presentation" 0.949771771169894
1568 0.0989958342211133 4 11 "GO:0002634" "regulation of germinal center formation" 0.370478852316073
657 0.0599936759876759 2 82 "GO:0002637" "regulation of immunoglobulin production" 0.287004902376952
466 0.554507855412753 2 16 "GO:0002638" "negative regulation of immunoglobulin production" 0.809574770448396
323 0.444541263386449 2 56 "GO:0002639" "positive regulation of immunoglobulin production" 0.739832210906689
892 0.205947306085995 2 20 "GO:0002643" "regulation of tolerance induction" 0.527747126768447
829 0.278251908783838 3 17 "GO:0002664;GO:0002645;GO:0002666" "regulation of T cell tolerance induction" 0.610248001661985
72 0.871840863633522 2 50 "GO:0002673" "regulation of acute inflammatory response" 0.949713228107405
-787 0.38699255038834 2 12 "GO:0002674" "negative regulation of acute inflammatory response" 0.7010252687217
1074 0.0580930172089796 6 31 "GO:0002675" "positive regulation of acute inflammatory response" 0.28315967585784
482 0.516842954121103 3 18 "GO:0002676" "regulation of chronic inflammatory response" 0.78650746414738
662 6.74246666482496e-06 3 480 "GO:0002683" "negative regulation of immune system process" 0.000675712420105284
426 6.000586024154e-05 3 969 "GO:0002684" "positive regulation of immune system process" 0.00307363350792777
721 0.000268820500140498 3 260 "GO:0002685" "regulation of leukocyte migration" 0.00898016308440359
782 0.0532465518235588 2 61 "GO:0002686" "negative regulation of leukocyte migration" 0.270585933035906
841 0.000441621437358526 2 176 "GO:0002687" "positive regulation of leukocyte migration" 0.0128852837102709
999 0.156756744816601 3 20 "GO:0002689" "negative regulation of leukocyte chemotaxis" 0.463777088322449
869 0.000798692954492024 2 150 "GO:0002690;GO:0002688" "regulation of leukocyte chemotaxis" 0.0193788132642538
940 0.0391468388662493 2 48 "GO:0002691" "regulation of cellular extravasation" 0.228555787988391
1479 0.0692205759835948 3 15 "GO:0002692" "negative regulation of cellular extravasation" 0.309511983786976
1879 0.0094243556874584 2 19 "GO:0002693" "positive regulation of cellular extravasation" 0.106225622785289
550 6.43840737343027e-06 2 716 "GO:0002694;GO:0050865;GO:0051249" "regulation of cell activation" 0.000659579066478079
489 0.0194358022769846 3 232 "GO:0002695;GO:0050866" "negative regulation of cell activation" 0.15785880905619
624 0.00012881910358489 3 388 "GO:0002697" "regulation of immune effector process" 0.0053773630034672
794 0.00401873931306711 2 132 "GO:0002698" "negative regulation of immune effector process" 0.0603465414763498
394 0.0419327396109268 2 271 "GO:0002699" "positive regulation of immune effector process" 0.235456674307397
642 0.00403192511941875 4 203 "GO:0002700" "regulation of production of molecular mediator of immune response" 0.0603479701315599
1057 0.0115416237297779 6 57 "GO:0002701;GO:0002719" "negative regulation of production of molecular mediator of immune response" 0.119835327464586
287 0.288384689162018 4 138 "GO:0002702" "positive regulation of production of molecular mediator of immune response" 0.619387434454154
665 0.000970286786179747 5 250 "GO:0002703" "regulation of leukocyte mediated immunity" 0.0227056958593332
827 0.0217057080904749 3 77 "GO:0002704" "negative regulation of leukocyte mediated immunity" 0.164385292057925
603 0.0255582640488684 2 138 "GO:0002705;GO:0002708" "positive regulation of leukocyte mediated immunity" 0.179609142172688
559 0.0186513960420234 2 179 "GO:0002706" "regulation of lymphocyte mediated immunity" 0.155468192787057
