"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
8 0.981893360787797 2 18 "GO:0001101" "response to acid chemical" 0.989372417942873
19 0.951467179416091 -1 26 "GO:0001300" "obsolete chronological cell aging" 0.98249622946231
576 0.242109464777007 -1 10 "GO:0001301" "obsolete progressive alteration of chromatin involved in cell aging" 0.579389447421935
184 0.419517430557474 -1 47 "GO:0001302" "obsolete replicative cell aging" 0.698692699093923
749 0.12805423651347 4 10 "GO:0001402" "signal transduction involved in filamentous growth" 0.447464992496125
639 0.00220648553945574 2 56 "GO:0001403;GO:0036267" "invasive filamentous growth" 0.0656036799062688
122 0.502782039038082 7 74 "GO:0001510" "RNA methylation" 0.759504352608913
222 0.357679154229427 6 42 "GO:0001522;GO:0031118" "pseudouridine synthesis" 0.656361176272221
542 0.0883184854370975 2 24 "GO:0001558" "regulation of cell growth" 0.386300402472086
730 0.0411373693006265 5 19 "GO:0001933;GO:0042326;GO:0006469;GO:0033673" "negative regulation of phosphorylation" 0.272620342678903
391 0.249770625695209 3 21 "GO:0001934;GO:0042327" "positive regulation of phosphorylation" 0.58231098266336
-103 0.735118045924182 3 26 "GO:0002097;GO:0002098" "tRNA wobble uridine modification" 0.894519347633821
-154 0.201795002440315 2 172 "GO:0002181" "cytoplasmic translation" 0.541294731411381
-195 0.0820673351197133 2 200 "GO:0003006" "developmental process involved in reproduction" 0.378081354830122
-80 0.738166702256777 3 43 "GO:0003333;GO:1905039;GO:1903825" "carboxylic acid transmembrane transport" 0.894519347633821
28 0.744694959307395 2 362 "GO:0005975" "carbohydrate metabolic process" 0.895568223790452
86 0.641646569214931 3 72 "GO:0005976;GO:0044264" "polysaccharide metabolic process" 0.845324226066544
210 0.432828719216475 5 34 "GO:0005977;GO:0006112" "energy reserve metabolic process" 0.708126137799392
193 0.569818645568871 6 21 "GO:0005978" "glycogen biosynthetic process" 0.802418123535579
-25 0.89722600101809 2 64 "GO:0005984;GO:0009311" "oligosaccharide metabolic process" 0.960498586060984
-471 0.275185129887298 5 13 "GO:0005985;GO:0005987" "sucrose metabolic process" 0.606032402098742
62 0.895549008607503 6 11 "GO:0005991" "trehalose metabolic process" 0.959812942095541
-736 0.134766854936022 5 10 "GO:0005994;GO:0005995" "melibiose catabolic process" 0.464746391547566
73 0.609209658172922 3 122 "GO:0005996;GO:0006006;GO:0019318" "monosaccharide metabolic process" 0.824748747760418
-155 0.741392180444648 3 11 "GO:0006012" "galactose metabolic process" 0.894519347633821
-73 0.807747505312802 3 27 "GO:0006022;GO:0006030;GO:1901071;GO:0006040" "amino sugar metabolic process" 0.911956946831311
-46 0.894287609324959 4 20 "GO:0006023;GO:0006031;GO:1901073;GO:0046349" "amino sugar biosynthetic process" 0.959812942095541
226 0.549013189843265 4 17 "GO:0006037;GO:0010383" "cell wall polysaccharide metabolic process" 0.788319670926349
78 0.851022403300703 2 14 "GO:0006038;GO:0034221;GO:0051278;GO:0070592;GO:0071966" "cell wall polysaccharide biosynthetic process" 0.931497335054907
67 0.576714171261301 2 171 "GO:0006066;GO:1901615" "organic hydroxy compound metabolic process" 0.807923332205695
435 0.279455546108167 2 15 "GO:0006067" "ethanol metabolic process" 0.606032402098742
209 0.616384551183408 3 14 "GO:0006071;GO:0019400" "glycerol metabolic process" 0.829610602319529
-566 0.0343337427377414 2 34 "GO:0006081" "cellular aldehyde metabolic process" 0.251928345065094
88 0.251091703180839 2 450 "GO:0006082;GO:0019752;GO:0043436" "organic acid metabolic process" 0.582734128184103
-116 0.789179329501199 2 13 "GO:0006084" "acetyl-CoA metabolic process" 0.907801315674671
-56 0.816515997538921 5 42 "GO:0006090;GO:0006096" "pyruvate metabolic process" 0.915225588541087
129 0.205664280076802 2 242 "GO:0006091" "generation of precursor metabolites and energy" 0.544569316561746
96 0.714533898739117 3 35 "GO:0006094;GO:0019319;GO:0046364" "monosaccharide biosynthetic process" 0.889772612906572
512 0.202995367424309 2 15 "GO:0006098" "pentose-phosphate shunt" 0.541700960431203
-450 0.114431284280917 2 30 "GO:0006099" "tricarboxylic acid cycle" 0.420489560492576
74 0.758592782532082 2 42 "GO:0006109;GO:0010675;GO:0010906" "regulation of carbohydrate metabolic process" 0.901741869864837
-367 0.361873290837886 2 15 "GO:0006111" "regulation of gluconeogenesis" 0.659635171881658
140 0.728180520147705 5 15 "GO:0006113" "fermentation" 0.892894965648477
-587 0.191725374120195 2 12 "GO:0006116;GO:0006734" "NADH metabolic process" 0.525259456909173
294 0.27853500269197 2 33 "GO:0006119;GO:0019646;GO:0022904;GO:0042773;GO:0042775" "respiratory electron transport chain" 0.606032402098742
225 0.631900591710294 2 11 "GO:0006122" "mitochondrial electron transport, ubiquinol to cytochrome c" 0.840797440389031
1214 0.00689739471315444 4 12 "GO:0006123" "mitochondrial electron transport, cytochrome c to oxygen" 0.108254025497983
224 0.245880797119447 2 66 "GO:0006140;GO:0009118;GO:0030811;GO:0033121;GO:1900542;GO:0033124;GO:0043087;GO:0051345" "regulation of nucleotide metabolic process" 0.579389447421935
-261 0.465979709770654 2 19 "GO:0006144" "purine nucleobase metabolic process" 0.736343363903798
197 0.0360112698346967 5 291 "GO:0006163;GO:0072521" "purine-containing compound metabolic process" 0.260519030210384
273 0.0835732777398109 6 99 "GO:0006164;GO:0072522" "purine-containing compound biosynthetic process" 0.379299452722183
273 0.0886524084647837 -1 96 "GO:0006184;GO:0046039;GO:1901068;GO:1901069" "guanosine-containing compound metabolic process" 0.386300402472086
693 0.140159463421597 4 11 "GO:0006188;GO:0046040" "IMP metabolic process" 0.477160526207349
159 0.51867861562025 -1 40 "GO:0006200" "obsolete ATP catabolic process" 0.771524523898219
217 0.629592260832736 4 12 "GO:0006206" "pyrimidine nucleobase metabolic process" 0.840797440389031
146 0.715853776042544 2 15 "GO:0006213;GO:0009220;GO:0009218;GO:0046131;GO:0046132;GO:0046134" "pyrimidine nucleoside metabolic process" 0.889772612906572
78 0.826938677516771 5 19 "GO:0006220;GO:0006221" "pyrimidine nucleotide metabolic process" 0.922584596844012
117 0.097055894297016 5 544 "GO:0006259" "DNA metabolic process" 0.394443967938181
311 0.0127275909363443 6 160 "GO:0006260" "DNA replication" 0.151099348808395
287 0.0480712759320681 2 117 "GO:0006261" "DNA-templated DNA replication" 0.292455059039383
948 0.00649579292499253 6 20 "GO:0006267;GO:1902299;GO:0036388" "pre-replicative complex assembly involved in cell cycle DNA replication" 0.107412575866841
567 0.0110752195213466 6 49 "GO:0006270" "DNA replication initiation" 0.145755161434817
212 0.414097831638185 3 36 "GO:0006271;GO:0022616" "DNA strand elongation" 0.694563375481426
415 0.336084616303103 8 13 "GO:0006272" "leading strand elongation" 0.637339263898673
62 0.865408621387306 2 18 "GO:0006273" "lagging strand elongation" 0.943896800241043
679 0.00289835123828825 2 47 "GO:0006275" "regulation of DNA replication" 0.0706282433330242
-123 0.792805574243382 2 11 "GO:0006276" "plasmid maintenance" 0.90858658632348
40 0.891107547298631 2 29 "GO:0006278" "RNA-templated DNA biosynthetic process" 0.959494870695968
184 0.0390077392858085 5 324 "GO:0006281;GO:0006974" "DNA damage response" 0.265596813078373
280 0.569397001499339 2 10 "GO:0006282" "regulation of DNA repair" 0.802418123535579
274 0.481186126602604 2 16 "GO:0006283" "transcription-coupled nucleotide-excision repair" 0.747614686634247
445 0.212784853055516 2 19 "GO:0006284" "base-excision repair" 0.553234251125224
215 0.303761126138089 6 56 "GO:0006289" "nucleotide-excision repair" 0.622465671179519
213 0.495119871692785 2 25 "GO:0006298" "mismatch repair" 0.7552520738152
226 0.452375753409224 2 27 "GO:0006301" "postreplication repair" 0.725639395948943
263 0.0949479343565012 2 99 "GO:0006302" "double-strand break repair" 0.391084725866854
282 0.355636847189971 3 26 "GO:0006303" "double-strand break repair via nonhomologous end joining" 0.656361176272221
603 0.0761123985007043 2 21 "GO:0006308" "DNA catabolic process" 0.365821061378769
35 0.743698700110436 2 225 "GO:0006310" "DNA recombination" 0.895533155139485
6 0.97875457718801 3 43 "GO:0006312" "mitotic recombination" 0.989372417942873
137 0.780303166391358 7 10 "GO:0006314" "intron homing" 0.907801315674671
159 0.0571268112266649 4 374 "GO:0006325;GO:0071824" "protein-DNA complex organization" 0.318387709019194
374 0.260314013816209 3 22 "GO:0006334" "nucleosome assembly" 0.593721125107905
486 0.173681870754933 3 19 "GO:0006337;GO:0032986;GO:0031498" "protein-DNA complex disassembly" 0.506273025510393
219 0.0440047822041406 5 214 "GO:0006338" "chromatin remodeling" 0.282773677881923
166 0.38264919308929 2 68 "GO:0006352;GO:0006367" "DNA-templated transcription initiation" 0.672277667293346
157 0.556453004909903 3 34 "GO:0006353" "DNA-templated transcription termination" 0.793952977729692
335 0.0607660773829726 2 77 "GO:0006354;GO:0006368" "DNA-templated transcription elongation" 0.32722960832894
169 0.552300488889751 3 30 "GO:0006356" "regulation of transcription by RNA polymerase I" 0.790464069106506
200 0.00725583844317696 2 477 "GO:0006357;GO:0006366" "transcription by RNA polymerase II" 0.10920644806224
-22 0.910226582482548 3 64 "GO:0006360" "transcription by RNA polymerase I" 0.968521163741075
573 0.244741145237879 2 10 "GO:0006362" "transcription elongation by RNA polymerase I" 0.579389447421935
4 0.96019998359701 8 360 "GO:0006364;GO:0016072" "rRNA metabolic process" 0.984656904552416
70 0.821485693275835 2 25 "GO:0006369" "termination of RNA polymerase II transcription" 0.91760645593899
56 0.905227919306818 3 11 "GO:0006376" "mRNA splice site recognition" 0.965870370398291
313 0.305679437014601 7 26 "GO:0006378;GO:0043631" "obsolete RNA polyadenylation" 0.624854654912849
278 0.346102552678209 -1 28 "GO:0006379" "obsolete mRNA cleavage" 0.650834761841227
-595 0.0173141588788562 3 39 "GO:0006383" "transcription by RNA polymerase III" 0.176185836503526
122 0.0675755368119541 3 618 "GO:0006396" "RNA processing" 0.342013896569251
103 0.266129697756129 5 298 "GO:0006397;GO:0016071" "mRNA metabolic process" 0.602997204146622
224 0.0531568759664145 5 186 "GO:0006399" "tRNA metabolic process" 0.303847328054937
161 0.386073368294147 2 71 "GO:0006400" "tRNA modification" 0.674535734038453
169 0.3068417020778 2 90 "GO:0006405" "RNA export from nucleus" 0.625029273824454
106 0.59419973407772 3 62 "GO:0006406" "mRNA export from nucleus" 0.815234779105331
150 0.682060402984499 4 18 "GO:0006407;GO:0051029" "rRNA transport" 0.867770474556772
538 0.142956756817401 2 18 "GO:0006409;GO:0051031" "tRNA transport" 0.479630278307657
199 0.297249905599287 3 67 "GO:0006413" "translational initiation" 0.615779446498747
-362 2.48144422557141e-05 4 352 "GO:0006414" "translational elongation" 0.00420961599193585
-258 0.470238790307608 2 19 "GO:0006415" "translational termination" 0.741807699871968
356 0.00259412164051279 2 179 "GO:0006417;GO:0010608;GO:0034248" "post-transcriptional regulation of gene expression" 0.0706282433330242
510 0.0364384755834454 2 41 "GO:0006418;GO:0043039;GO:0043038" "tRNA aminoacylation" 0.261566111552484
327 0.336564686875217 7 21 "GO:0006446" "regulation of translational initiation" 0.637339263898673
295 0.292944338092266 7 31 "GO:0006448" "regulation of translational elongation" 0.613747197038124
527 0.104590231530935 2 23 "GO:0006450" "regulation of translational fidelity" 0.405232445178434
15 0.917441658430568 2 116 "GO:0006457" "protein folding" 0.971049386897263
750 0.109904209890279 2 11 "GO:0006458" "'de novo' protein folding" 0.408720073728507
235 0.0368102368790097 3 198 "GO:0006468" "protein phosphorylation" 0.262202148845869
-4 0.985006097935077 2 47 "GO:0006470" "protein dephosphorylation" 0.990009406659403
47 0.80688849871104 3 66 "GO:0006473;GO:0043543" "protein acylation" 0.911956946831311
-34 0.87793013205647 3 49 "GO:0006475;GO:0016573;GO:0018393;GO:0018394" "peptidyl-lysine acetylation" 0.951947660754439
-309 0.321169644884587 2 25 "GO:0006476;GO:0035601;GO:0098732;GO:0016575" "protein deacylation" 0.627213451687004
330 0.152002080767139 3 46 "GO:0006479;GO:0008213" "protein methylation" 0.487625551889306
182 0.30778979358958 3 77 "GO:0006486;GO:0043413;GO:0070085;GO:0009100;GO:0009101" "glycoprotein metabolic process" 0.625029273824454
512 0.0461650934108727 2 37 "GO:0006487" "protein N-linked glycosylation" 0.287353924394983
65 0.876454767778832 4 14 "GO:0006488;GO:0006490;GO:0019348;GO:0016093" "polyprenol metabolic process" 0.951462033954512
397 0.293495242160202 3 17 "GO:0006493" "protein O-linked glycosylation" 0.613747197038124
65 0.776509035574685 3 46 "GO:0006497;GO:0042157;GO:0042158" "lipoprotein biosynthetic process" 0.907801315674671
172 0.495889050625963 3 38 "GO:0006505;GO:0006664;GO:1903509;GO:0006506;GO:0009247" "liposaccharide metabolic process" 0.7552520738152
158 0.0596813894109636 2 367 "GO:0006508" "proteolysis" 0.325088038791484
235 0.0188397080956473 3 254 "GO:0006511;GO:0019941;GO:0043632;GO:0051603;GO:0030163" "protein catabolic process" 0.183637575753362
438 0.232757919633603 3 18 "GO:0006513" "protein monoubiquitination" 0.573228280799778
222 0.545764630794433 2 18 "GO:0006515" "protein quality control for misfolded or incompletely synthesized proteins" 0.788319670926349
115 0.21727091273433 4 294 "GO:0006520" "amino acid metabolic process" 0.554926773336344
-221 0.51632872564662 2 21 "GO:0006521;GO:0033238" "regulation of amine metabolic process" 0.771161935401242
798 0.0297421706922146 2 18 "GO:0006525" "arginine metabolic process" 0.232696722859036
975 0.0239559070132766 2 13 "GO:0006526" "arginine biosynthetic process" 0.217482057787197
359 0.356922618028342 5 16 "GO:0006534;GO:0019344" "cysteine metabolic process" 0.656361176272221
158 0.685032631642549 2 16 "GO:0006536;GO:0006537" "glutamate metabolic process" 0.867770474556772
791 0.0129153680812226 8 24 "GO:0006541" "glutamine metabolic process" 0.151387732192559
242 0.590287778056622 7 12 "GO:0006549;GO:0009097" "isoleucine metabolic process" 0.812692075943377
98 0.834970899966165 2 11 "GO:0006551" "leucine metabolic process" 0.92707800164109
430 0.319234075559199 8 13 "GO:0006553;GO:0009085;GO:0019878" "lysine metabolic process" 0.627213451687004
-791 0.107944362570179 8 10 "GO:0006563" "L-serine metabolic process" 0.408720073728507
422 0.278149784717365 6 16 "GO:0006568;GO:0006586;GO:0042430" "tryptophan metabolic process" 0.606032402098742
-149 0.416051215837011 2 73 "GO:0006575" "cellular modified amino acid metabolic process" 0.694563375481426
-28 0.90537309017896 3 43 "GO:0006576" "biogenic amine metabolic process" 0.965870370398291
84 0.33080480464747 2 344 "GO:0006605;GO:0072594;GO:0033365" "protein localization to organelle" 0.632903407238754
372 0.049876531642964 2 68 "GO:0006606;GO:0034504;GO:0051170" "protein localization to nucleus" 0.296061976290927
246 0.58452917303304 2 12 "GO:0006607" "NLS-bearing protein import into nucleus" 0.812692075943377
253 0.515599412701419 2 16 "GO:0006611" "protein export from nucleus" 0.771161935401242
170 0.428647398860563 3 53 "GO:0006612" "protein targeting to membrane" 0.705078583900427
-355 0.274180839792816 2 23 "GO:0006613;GO:0006614" "cotranslational protein targeting to membrane" 0.606032402098742
-898 0.068144995376107 3 10 "GO:0006616" "SRP-dependent cotranslational protein targeting to membrane, translocation" 0.342947096294973
-493 0.253938198831708 2 13 "GO:0006620" "post-translational protein targeting to endoplasmic reticulum membrane" 0.583607098915893
-84 0.605547215248319 2 93 "GO:0006623;GO:0072666;GO:0072665" "protein localization to vacuole" 0.822974389196931
425 0.181716360050538 5 24 "GO:0006625;GO:0043574;GO:0072663;GO:0072662;GO:0016558;GO:0015919" "protein targeting to peroxisome" 0.511456989078414
147 0.454504157289835 3 63 "GO:0006626;GO:0072655;GO:0070585" "establishment of protein localization to mitochondrion" 0.725639395948943
57 0.528966594971509 2 315 "GO:0006629;GO:0044255" "lipid metabolic process" 0.778733015808613
87 0.642411406948603 5 70 "GO:0006631" "fatty acid metabolic process" 0.845324226066544
332 0.221985852692938 2 33 "GO:0006633" "fatty acid biosynthetic process" 0.554926773336344
-82 0.844283354657518 5 14 "GO:0006635;GO:0019395;GO:0034440" "fatty acid oxidation" 0.931497335054907
39 0.91014258146029 6 20 "GO:0006637;GO:0035383" "acyl-CoA metabolic process" 0.968521163741075
-40 0.833761257849647 4 66 "GO:0006643;GO:0046467" "membrane lipid metabolic process" 0.927059573787841
70 0.597346888437107 3 142 "GO:0006644;GO:0008654" "phospholipid metabolic process" 0.817050544597875
71 0.631113539749326 4 113 "GO:0006650;GO:0046486" "glycerolipid metabolic process" 0.840797440389031
-278 0.437209395498039 2 19 "GO:0006656;GO:0046470;GO:0042439" "ethanolamine-containing compound metabolic process" 0.708712992684104
19 0.92928155909631 5 52 "GO:0006661" "phosphatidylinositol biosynthetic process" 0.973988735421257
-248 0.346502740375513 4 35 "GO:0006665;GO:0030148" "sphingolipid metabolic process" 0.650834761841227
-101 0.741890776439281 2 26 "GO:0006720" "isoprenoid metabolic process" 0.894519347633821
-175 0.642665502322729 2 17 "GO:0006730" "one-carbon metabolic process" 0.845324226066544
-17 0.890219833797696 -1 169 "GO:0006732;GO:0051186" "obsolete cofactor metabolic process" 0.959494870695968
61 0.724405665738854 -1 82 "GO:0006733;GO:0046496;GO:0019362;GO:0072524" "pyridine-containing compound metabolic process" 0.891371098762838
111 0.726460083506367 7 24 "GO:0006740;GO:0006739" "NADP metabolic process" 0.892177768338058
-18 0.965893392685602 4 14 "GO:0006743;GO:1901661;GO:0006744;GO:1901663;GO:0042181" "ubiquinone metabolic process" 0.986542762770946
-89 0.803191839473407 2 19 "GO:0006749" "glutathione metabolic process" 0.911956946831311
602 0.0377675794931734 5 29 "GO:0006754;GO:0009206;GO:0009145" "purine ribonucleoside triphosphate biosynthetic process" 0.264734525053636
-226 0.54995087194214 2 17 "GO:0006760;GO:0042558" "pteridine-containing compound metabolic process" 0.788319670926349
222 0.276237863365447 4 59 "GO:0006766;GO:0006767;GO:0042364;GO:0009110" "water-soluble vitamin metabolic process" 0.606032402098742
-266 0.588608186099776 4 10 "GO:0006768;GO:0009102" "biotin metabolic process" 0.812692075943377
-391 0.315926026882168 3 16 "GO:0006778;GO:0033013;GO:0006779;GO:0033014;GO:0006783;GO:0042168" "tetrapyrrole metabolic process" 0.627213451687004
39 0.762686741691317 3 149 "GO:0006790" "sulfur compound metabolic process" 0.903686212277307
359 0.465561056934737 2 10 "GO:0006797" "polyphosphate metabolic process" 0.736343363903798
218 0.588464471001244 7 15 "GO:0006808" "regulation of nitrogen utilization" 0.812692075943377
94 0.330532488909394 2 276 "GO:0006811" "monoatomic ion transport" 0.632903407238754
301 0.0132975534483525 3 169 "GO:0006812" "monoatomic cation transport" 0.153186360540694
410 0.324364203652005 2 14 "GO:0006813" "potassium ion transport" 0.627357509810278
597 0.203576602840236 2 11 "GO:0006814" "sodium ion transport" 0.541700960431203
