"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
1152 0.203054787002536 6 18 "GO:0000132;GO:0040001;GO:0051294" "establishment of spindle orientation" 0.315504739939696
1371 7.16915487890266e-16 2 531 "GO:0000165;GO:0043408" "MAPK cascade" 6.31905968362011e-14
636 0.0730464199856163 2 118 "GO:0000184" "nuclear-transcribed mRNA catabolic process, nonsense-mediated decay" 0.151442199010583
823 0.126279993684046 -1 51 "GO:0000186" "obsolete activation of MAPKK activity" 0.225627583927316
1434 2.56527098259875e-05 -1 128 "GO:0000187" "obsolete activation of MAPK activity" 0.000242776654376204
753 0.317593882477408 -1 26 "GO:0000188" "obsolete inactivation of MAPK activity" 0.43877926380135
491 0.100122685154038 2 167 "GO:0000209" "protein polyubiquitination" 0.190720813268376
655 0.127810730517193 -1 80 "GO:0000216" "obsolete M/G1 transition of mitotic cell cycle" 0.227496172909735
571 0.0126945124205658 2 287 "GO:0000226" "microtubule cytoskeleton organization" 0.0402642273787495
31 0.940289087594844 2 86 "GO:0000236" "mitotic prometaphase" 0.961366551575799
611 0.333260584942574 2 37 "GO:0000245" "spliceosomal complex assembly" 0.45430791239162
1141 0.207519052365055 2 18 "GO:0000266" "mitochondrial fission" 0.320250266901711
1081 0.0178697367450181 2 71 "GO:0000271;GO:0033692;GO:0034637" "obsolete cellular carbohydrate biosynthetic process" 0.0524434454608038
294 0.685875220399395 2 28 "GO:0000272;GO:0005980;GO:0009251;GO:0044247" "polysaccharide catabolic process" 0.776626183927166
1680 0.166221576242062 3 10 "GO:0000281" "mitotic cytokinesis" 0.273209037226692
706 0.114555927525034 8 74 "GO:0000288;GO:0061157;GO:0050779;GO:0061014;GO:1903313" "positive regulation of mRNA metabolic process" 0.210286006703304
1720 0.0224042103852136 2 26 "GO:0000289" "nuclear-transcribed mRNA poly(A) tail shortening" 0.0627607309008749
-124 0.869276256259355 4 26 "GO:0000291;GO:0043928" "exonucleolytic catabolism of deadenylated mRNA" 0.914968982549911
401 0.686051327519095 2 15 "GO:0000301" "retrograde transport, vesicle recycling within Golgi" 0.776626183927166
1406 3.20816600316849e-05 2 130 "GO:0000302" "response to reactive oxygen species" 0.000295944302090037
1183 0.179361444621073 4 19 "GO:0000303;GO:0000305;GO:0019430;GO:0098869;GO:0071451;GO:0071450" "response to oxygen radical" 0.288030799088315
34 0.897443196581763 6 216 "GO:0000375;GO:0000377;GO:0000398" "RNA splicing, via transesterification reactions" 0.93265932201725
-1147 0.127629742476886 2 26 "GO:0000380;GO:0000381" "alternative mRNA splicing, via spliceosome" 0.227383442159783
641 0.35258958504474 4 31 "GO:0000387" "spliceosomal snRNP assembly" 0.474745468342323
-611 0.488200910215598 2 19 "GO:0000413" "protein peptidyl-prolyl isomerization" 0.608675698233874
-662 0.550072513432212 2 12 "GO:0000460" "maturation of 5.8S rRNA" 0.661456658407684
1093 0.092376342653572 2 35 "GO:0000578" "embryonic axis specification" 0.180573755520435
418 0.618113204930658 3 21 "GO:0000718;GO:0044349" "nucleotide-excision repair, DNA damage removal" 0.719812247767406
-323 0.656504300404326 6 28 "GO:0000722;GO:0032201" "telomere maintenance via recombination" 0.752779372390994
246 0.603424024982456 2 66 "GO:0000723;GO:0032200" "telomere organization" 0.706972707114658
585 0.250334274063386 2 57 "GO:0000724;GO:0000725" "recombinational repair" 0.366353723718431
244 0.776351969276684 -1 20 "GO:0000726;GO:0006303" "obsolete non-recombinational repair" 0.846460779251205
674 0.456197447274182 4 18 "GO:0000731" "DNA synthesis involved in DNA repair" 0.57866064768189
163 0.807337451712481 -1 33 "GO:0000737;GO:0006309;GO:0030262" "apoptotic nuclear changes" 0.869847831831951
2666 0.0212515179319308 -1 11 "GO:0000738" "obsolete DNA catabolic process, exonucleolytic" 0.0602993074931354
954 3.22606118368159e-14 2 1009 "GO:0000902;GO:0032989" "cellular component morphogenesis" 2.03738171677122e-12
960 2.94497532248929e-12 2 831 "GO:0000904;GO:0048858;GO:0032990" "cell morphogenesis involved in differentiation" 1.30693229176417e-10
852 0.0215305020304243 3 108 "GO:0000910" "cytokinesis" 0.0607963617092978
-171 0.850085978536 4 18 "GO:0000959" "mitochondrial RNA metabolic process" 0.900833286063964
1639 3.35695157058104e-05 3 95 "GO:0001101;GO:0043200" "response to acid chemical" 0.000308801931590704
986 5.88171284372621e-07 2 389 "GO:0001501" "skeletal system development" 8.90117280128888e-06
296 0.736919694479188 3 19 "GO:0001502;GO:0098743" "cartilage condensation" 0.815653615325128
1220 1.1013697556157e-07 2 285 "GO:0001503" "ossification" 2.0093879319122e-06
1396 0.104053244434463 2 20 "GO:0001504" "neurotransmitter uptake" 0.196724729258939
363 0.253001016888891 3 148 "GO:0001505;GO:0006836" "regulation of neurotransmitter levels" 0.368735913820408
935 0.00239851729509841 4 157 "GO:0001508" "action potential" 0.0105303887661807
-884 0.356987779580613 5 16 "GO:0001510" "RNA methylation" 0.478509333935809
1010 0.228097360974754 3 21 "GO:0001516;GO:0046457" "prostaglandin biosynthetic process" 0.342981562930903
22 0.981327394441497 5 17 "GO:0001522" "pseudouridine synthesis" 0.987643016655187
657 0.231159190660568 2 49 "GO:0001523;GO:0016101" "diterpenoid metabolic process" 0.346036498648471
1062 1.81835382773804e-07 3 365 "GO:0001525" "angiogenesis" 3.11014269286027e-06
323 0.53677666470927 3 54 "GO:0001539" "cilium or flagellum-dependent cell motility" 0.648794467024381
702 0.205705032772125 2 48 "GO:0001541" "ovarian follicle development" 0.318030661821784
3128 0.00996195477617201 3 10 "GO:0001542" "ovulation from ovarian follicle" 0.0331124083855758
2213 0.0682128380476229 3 10 "GO:0001553" "luteinization" 0.144509064856416
1780 0.0724743179129604 3 15 "GO:0001556" "oocyte maturation" 0.150636493687444
936 4.33464639199507e-06 2 365 "GO:0001558;GO:0016049" "cell growth" 5.41253944916799e-05
1393 0.146796783898522 4 16 "GO:0001562;GO:0042832" "response to protozoan" 0.249527846942079
1030 1.80263719094897e-09 2 523 "GO:0001568;GO:0001944;GO:0048514" "vasculature development" 4.62489104302845e-08
1817 0.00580640509112129 2 34 "GO:0001569" "branching involved in blood vessel morphogenesis" 0.0213183137781288
1418 0.00204144002515892 2 70 "GO:0001570" "vasculogenesis" 0.00933459450080807
368 0.729393948788107 2 13 "GO:0001573" "ganglioside metabolic process" 0.809506498080481
1063 0.123232874910687 2 31 "GO:0001578" "microtubule bundle formation" 0.221751649976272
1217 0.00016930757004865 2 142 "GO:0001649" "osteoblast differentiation" 0.00119571195707477
1181 3.65459176815124e-07 2 279 "GO:0001654;GO:0043010" "eye development" 5.79791273749211e-06
1490 8.77684291843866e-11 2 285 "GO:0001655" "urogenital system development" 2.8537774400151e-09
1816 1.36182410621483e-05 2 85 "GO:0001656" "metanephros development" 0.000146151319111422
1846 1.02031042213584e-06 2 104 "GO:0001657;GO:0072164;GO:0072163" "mesonephric tubule development" 1.43806842330219e-05
1520 0.027533515861832 2 31 "GO:0001659" "temperature homeostasis" 0.0733333869345144
1307 0.0827157688356982 3 26 "GO:0001662;GO:0002209;GO:0042596" "fear response" 0.165827987772472
1623 8.29652614695004e-11 2 240 "GO:0001666;GO:0036293;GO:0070482" "response to oxygen levels" 2.72457918665839e-09
1362 2.27458683191572e-07 2 216 "GO:0001667" "ameboidal-type cell migration" 3.79174779492956e-06
763 0.203536878022133 2 41 "GO:0001676" "long-chain fatty acid metabolic process" 0.315886156627923
1144 8.75630586297618e-08 2 330 "GO:0001701" "in utero embryonic development" 1.64318334022936e-06
1447 0.0391383599339164 3 30 "GO:0001702" "gastrulation with mouth forming second" 0.0956327187670993
1772 2.73183732506711e-05 2 83 "GO:0001704" "formation of primary germ layer" 0.000255594124658701
1592 0.0282361453147755 2 28 "GO:0001706" "endoderm formation" 0.0748097315573622
1704 0.000392915643246645 4 64 "GO:0001707;GO:0048332" "mesoderm morphogenesis" 0.00242089113024762
1479 0.000872305846796725 3 75 "GO:0001708" "cell fate specification" 0.00468846546788943
-667 0.278240194218557 2 39 "GO:0001709" "cell fate determination" 0.397451412707151
2568 0.000651867315539903 4 26 "GO:0001710;GO:0048333" "mesodermal cell differentiation" 0.00365312673077311
1197 0.174260417127018 2 19 "GO:0001711;GO:0035987" "endodermal cell differentiation" 0.281906999923708
1965 0.00247385734408242 3 35 "GO:0001738;GO:0001736;GO:0007164" "morphogenesis of a polarized epithelium" 0.0108033876568706
1144 0.0484055832779937 6 44 "GO:0001754;GO:0046530" "photoreceptor cell differentiation" 0.112104326858203
429 0.474455526741716 4 41 "GO:0001755;GO:0090497" "neural crest cell migration" 0.595679757105444
1376 0.00240504944388624 2 72 "GO:0001756;GO:0061053" "somite development" 0.0105449697913517
1060 0.167408125319561 3 25 "GO:0001759" "organ induction" 0.274609532242477
1721 3.06457398966935e-10 2 200 "GO:0001763;GO:0061138;GO:0048754" "morphogenesis of a branching structure" 9.14914634734013e-09
1466 9.58791554012753e-05 2 105 "GO:0001764" "neuron migration" 0.000759286805052275
1635 0.0568924750454889 2 20 "GO:0001773;GO:0043011" "myeloid dendritic cell activation" 0.12578074469416
1200 4.83008630318755e-17 2 763 "GO:0001775" "cell activation" 5.87481608135849e-15
777 0.120535675680582 2 59 "GO:0001776;GO:0002260" "leukocyte homeostasis" 0.21848046642416
761 0.387416404019949 2 19 "GO:0001779" "natural killer cell differentiation" 0.511364739068132
959 0.252400466547323 2 21 "GO:0001782" "B cell homeostasis" 0.368228845909111
2258 0.0126050557989108 2 18 "GO:0001783;GO:0002902" "B cell apoptotic process" 0.0401503426223308
983 1.54222495185439e-07 2 434 "GO:0001816;GO:0001817" "cytokine production" 2.70837793683947e-06
1134 0.000551465483216082 2 138 "GO:0001818" "negative regulation of cytokine production" 0.00319966898742335
1050 0.000109367305379193 3 203 "GO:0001819" "positive regulation of cytokine production" 0.000827562743929193
1622 7.2662323528432e-11 2 242 "GO:0001822;GO:0072001" "renal system development" 2.43492929048337e-09
2404 0.00410955042551654 2 21 "GO:0001823" "mesonephros development" 0.016220869708409
1248 0.0105895163439219 3 62 "GO:0001824" "blastocyst development" 0.0349156342102806
958 0.20319851384626 3 26 "GO:0001825" "blastocyst formation" 0.315510127409512
1298 0.17634483871236 3 16 "GO:0001829" "trophectodermal cell differentiation" 0.284718018845325
1267 0.173667524960758 3 17 "GO:0001832;GO:0001833" "blastocyst growth" 0.28176055012848
1244 0.00912716571939889 7 65 "GO:0001836;GO:0008637" "apoptotic mitochondrial changes" 0.0309006311572226
1760 5.35835794356128e-05 4 78 "GO:0001837" "epithelial to mesenchymal transition" 0.000461859514085439
1998 0.0843433842077446 3 11 "GO:0001840" "neural plate development" 0.168276837022013
1439 0.00033683527603674 6 92 "GO:0001841;GO:0001843;GO:0060606;GO:0014020" "neural tube formation" 0.00212316131766728
351 0.675004020944113 5 21 "GO:0001881" "receptor recycling" 0.768891156704983
1440 0.078570300191962 4 22 "GO:0001885" "endothelial cell development" 0.159274608537286
1596 0.00012059896774893 2 86 "GO:0001889;GO:0061008" "hepaticobiliary system development" 0.000900106841107923
1651 8.73893250094961e-07 3 132 "GO:0001890" "placenta development" 1.25321634642439e-05
1630 0.000138246099115334 3 81 "GO:0001892" "embryonic placenta development" 0.00102022514493204
2251 0.00338270520335203 2 25 "GO:0001893" "maternal placenta development" 0.0139733382236579
1270 0.000486704749305894 2 112 "GO:0001894" "tissue homeostasis" 0.0028747093466197
1262 0.00680656705724919 2 68 "GO:0001906" "cell killing" 0.0242964850173982
1694 0.00203457583313122 2 49 "GO:0001909" "leukocyte mediated cytotoxicity" 0.00931875458298874
1513 0.0181566571023186 2 36 "GO:0001910;GO:0031341" "regulation of cell killing" 0.0531430141925261
771 0.279677184071547 2 29 "GO:0001912;GO:0031343" "positive regulation of cell killing" 0.398810192136761
2044 0.0173008871127269 3 20 "GO:0001913;GO:0001914" "T cell mediated cytotoxicity" 0.0513244022386587
1653 0.120482514612622 3 13 "GO:0001916" "positive regulation of T cell mediated cytotoxicity" 0.21848046642416
823 0.406470240216752 2 15 "GO:0001919" "regulation of receptor recycling" 0.530754778875473
988 2.32876660695119e-16 5 1107 "GO:0001932;GO:0031399;GO:0042325" "regulation of protein modification process" 2.24931456977286e-14
1200 1.83187932656552e-18 3 839 "GO:0001934;GO:0031401;GO:0042327;GO:0045937;GO:0010562" "positive regulation of protein modification process" 2.73449623110962e-16
1629 0.000104572635557403 2 84 "GO:0001935;GO:0001936" "endothelial cell proliferation" 0.000802375082174092
1739 0.0236025667936203 2 25 "GO:0001937" "negative regulation of endothelial cell proliferation" 0.0648626187031373
1395 0.00954703621609594 2 51 "GO:0001938" "positive regulation of endothelial cell proliferation" 0.0320249917606323
851 0.40666444389252 5 14 "GO:0001941" "postsynaptic membrane organization" 0.530797310708679
1302 0.00170156680117179 2 86 "GO:0001942;GO:0022405;GO:0022404;GO:0042303;GO:0042633" "molting cycle" 0.0080286571480577
1727 0.0349178000123969 2 22 "GO:0001945" "lymph vessel development" 0.0872609213106582
1065 0.282786622743391 2 15 "GO:0001946;GO:0036303" "lymph vessel morphogenesis" 0.402495369957066
197 0.708441554445095 5 53 "GO:0001947;GO:0003143;GO:0061371" "embryonic heart tube morphogenesis" 0.792952305657018
1453 0.00370636409126686 5 59 "GO:0001952" "regulation of cell-matrix adhesion" 0.0150388281418299
1018 0.260777961493398 2 18 "GO:0001953" "negative regulation of cell-matrix adhesion" 0.377266442971066
875 0.254400479752156 7 25 "GO:0001954" "positive regulation of cell-matrix adhesion" 0.369996091898176
12 0.988396362117581 3 22 "GO:0001958;GO:0036075" "endochondral ossification" 0.99232456532991
1750 1.44193896472076e-05 2 91 "GO:0001959;GO:0060759" "regulation of response to cytokine stimulus" 0.000152752501940096
2062 0.00327922648927682 3 30 "GO:0001960;GO:0060761" "negative regulation of response to cytokine stimulus" 0.0135800501775348
1812 0.034856084845805 3 20 "GO:0001961;GO:0060760" "positive regulation of response to cytokine stimulus" 0.0872464806658717
1705 0.0470045904721393 2 20 "GO:0001963" "synaptic transmission, dopaminergic" 0.110023574562014
1690 0.0617810876942141 4 18 "GO:0001964" "startle response" 0.133742335075967
733 0.508542484397678 2 12 "GO:0001967" "suckling behavior" 0.624786202305265
1560 0.0123208983276727 3 38 "GO:0001974" "blood vessel remodeling" 0.0394750123316367
1608 0.0161621587033021 2 33 "GO:0001975;GO:0014075" "response to amine" 0.0486494309639268
1412 0.141285443545504 2 16 "GO:0001976" "nervous system process involved in regulation of systemic arterial blood pressure" 0.243815762797391
1609 0.116846619558036 5 14 "GO:0001977" "renal system process involved in regulation of blood volume" 0.213417296233921
555 0.360810744692884 3 40 "GO:0001990;GO:0003044" "regulation of systemic arterial blood pressure mediated by a chemical signal" 0.482255793883366
1057 0.302903753649177 2 14 "GO:0001991" "regulation of systemic arterial blood pressure by circulatory renin-angiotensin" 0.424038667345558
2161 0.00205710126263768 3 30 "GO:0002011" "morphogenesis of an epithelial sheet" 0.00936965401734
2300 0.0581356412119728 2 10 "GO:0002016" "regulation of blood volume by renin-angiotensin" 0.128132513919543
1739 0.0793310795183919 4 15 "GO:0002021" "response to dietary excess" 0.160519571865927
1111 0.174623410751469 5 22 "GO:0002026" "regulation of the force of heart contraction" 0.282355135848264
623 0.221321005415934 5 57 "GO:0002027" "regulation of heart rate" 0.334322990701898
826 0.145009276266218 3 46 "GO:0002028" "regulation of sodium ion transport" 0.247331275487749
-369 0.692070516106018 3 17 "GO:0002029;GO:0022401;GO:0023058" "adaptation of signaling pathway" 0.781285519041651
62 0.956988316827924 2 11 "GO:0002031" "G protein-coupled receptor internalization" 0.971112581073418
2352 2.2409198170737e-05 2 48 "GO:0002040" "sprouting angiogenesis" 0.000218373313924927
2750 0.000450308536353959 4 24 "GO:0002042" "cell migration involved in sprouting angiogenesis" 0.00268387156694447
1028 0.269726167103543 3 17 "GO:0002052" "positive regulation of neuroblast proliferation" 0.388330001213518
1896 3.71147902606517e-05 4 70 "GO:0002062" "chondrocyte differentiation" 0.000336698815513757
2016 0.041989725977495 3 15 "GO:0002063" "chondrocyte development" 0.101318339537174
1524 1.74159383286502e-05 3 118 "GO:0002064" "epithelial cell development" 0.000178669033974743
1712 0.00131812676934416 5 52 "GO:0002065" "columnar/cuboidal epithelial cell differentiation" 0.00653886451741121
1320 0.0921374956093782 5 24 "GO:0002066" "columnar/cuboidal epithelial cell development" 0.180429061169468
2100 0.00121939881419979 2 35 "GO:0002067" "glandular epithelial cell differentiation" 0.00618502768083587
1107 0.280767822548825 2 14 "GO:0002070" "epithelial cell maturation" 0.400018017028348
1064 0.226898997934825 3 19 "GO:0002076" "osteoblast development" 0.341648926739095
954 0.3524421910976 5 14 "GO:0002087;GO:0044065" "regulation of respiratory system process" 0.474741655276669
1182 0.0163905569496631 2 61 "GO:0002088" "lens development in camera-type eye" 0.0491567023038298
897 0.252562880499106 2 24 "GO:0002089" "lens morphogenesis in camera-type eye" 0.368302175647897
1167 0.174084091416165 7 20 "GO:0002090" "regulation of receptor internalization" 0.28176055012848
200 0.84568347395696 2 14 "GO:0002092" "positive regulation of receptor internalization" 0.897906410758053
907 0.085946676690157 2 53 "GO:0002200;GO:0016447;GO:0016445;GO:0002562;GO:0016444" "somatic diversification of immune receptors" 0.170956321169277
1257 0.000109239127491785 2 141 "GO:0002218;GO:0002758;GO:0002221;GO:0002224" "activation of innate immune response" 0.000827562743929193
1364 0.000191048938005129 4 111 "GO:0002220;GO:0034142;GO:0140895;GO:0002752;GO:0008063;GO:0002753" "innate immune response activating cell surface receptor signaling pathway" 0.00133291916279125
1270 0.0750307269241721 3 29 "GO:0002228;GO:0042267" "natural killer cell mediated immunity" 0.154193308647673
384 0.689272865473182 2 16 "GO:0002230" "positive regulation of defense response to virus by host" 0.7792101540526
1121 2.32002090699731e-05 2 213 "GO:0002237;GO:0032496" "response to molecule of bacterial origin" 0.000225412682206484
1291 0.029445630784908 2 42 "GO:0002244" "hematopoietic progenitor cell differentiation" 0.0770513557750103
1124 2.41432119144366e-05 3 211 "GO:0002250;GO:0002460" "adaptive immune response" 0.000231155416696822
2221 0.0450187588408284 3 12 "GO:0002251;GO:0002385" "organ or tissue specific immune response" 0.106899207543948
1145 1.66983273246476e-10 2 475 "GO:0002252" "immune effector process" 5.3240103819556e-09
1367 1.24570887204013e-12 3 410 "GO:0002253;GO:0050778" "positive regulation of immune response" 5.76184216307012e-11
1273 0.000472933166327487 2 112 "GO:0002262;GO:0030218;GO:0034101" "myeloid cell homeostasis" 0.00280345219895211
1837 3.50007531752964e-08 3 134 "GO:0002263;GO:0002366" "cell activation involved in immune response" 7.46379697582295e-07
1758 7.18384232015084e-07 2 118 "GO:0002274" "myeloid leukocyte activation" 1.05320259729354e-05
1904 0.0999769828261893 3 11 "GO:0002283" "neutrophil activation involved in immune response" 0.190664582811385
1610 7.99609002306905e-05 2 89 "GO:0002285" "lymphocyte activation involved in immune response" 0.000651592050515106
1552 0.00514063587273213 3 48 "GO:0002286" "T cell activation involved in immune response" 0.0193156157963985
1194 0.0621221617778478 4 36 "GO:0002287;GO:0002292;GO:0002293;GO:0002294;GO:0042093" "T cell differentiation involved in immune response" 0.13412832299701
1342 0.0126417143820442 3 51 "GO:0002312;GO:0002204;GO:0002208;GO:0002381;GO:0045190" "immunoglobulin production involved in immunoglobulin-mediated immune response" 0.0402280911149546
1312 0.158807346299004 2 17 "GO:0002320" "lymphoid progenitor cell differentiation" 0.26337274830272
934 0.441741106891949 4 10 "GO:0002328" "pro-B cell differentiation" 0.564027136482566
851 0.483004095222177 3 10 "GO:0002335" "mature B cell differentiation" 0.603341745420171
1460 0.170150210988768 2 13 "GO:0002347;GO:0002418" "response to tumor cell" 0.277858425105477
1015 0.305811835502242 3 15 "GO:0002360" "T cell lineage commitment" 0.426961260519204
729 0.528912357579858 4 11 "GO:0002363;GO:0043369" "CD4-positive or CD8-positive, alpha-beta T cell lineage commitment" 0.642125021180131
1061 0.0584329186920318 4 47 "GO:0002367;GO:0002718" "cytokine production involved in immune response" 0.128615083769861
-365 0.703929761531333 5 16 "GO:0002369;GO:0002724" "T cell cytokine production" 0.789949693576618
1074 0.0156735887876595 6 75 "GO:0002377" "immunoglobulin production" 0.0475272997032999
2299 0.00905446835559532 4 19 "GO:0002407;GO:0036336" "dendritic cell migration" 0.0306861445611713
1355 2.80665022214314e-08 5 252 "GO:0002429;GO:0002757;GO:0002768;GO:0002764" "immune response-regulating signaling pathway" 6.2277292767014e-07
1000 0.123610157568863 3 35 "GO:0002437" "inflammatory response to antigenic stimulus" 0.22218705936297
768 0.470546991240721 2 13 "GO:0002438;GO:0002864" "acute inflammatory response to antigenic stimulus" 0.592286822243974
1274 0.000492884083938818 2 111 "GO:0002440" "production of molecular mediator of immune response" 0.00290598084677752
1190 4.18873930676333e-06 3 224 "GO:0002443;GO:0002449" "leukocyte mediated immunity" 5.25031293259953e-05
1514 0.0942820691532068 2 18 "GO:0002446" "neutrophil mediated immunity" 0.183393637351071
949 0.0870907534223996 4 48 "GO:0002456" "T cell mediated immunity" 0.172708957873889
623 0.529621532998649 3 15 "GO:0002467" "germinal center formation" 0.642345989672092
763 0.0486436151160104 4 99 "GO:0002474;GO:0002479;GO:0042590" "antigen processing and presentation of peptide antigen via MHC class I" 0.112576202988709
884 0.0244976090783186 2 96 "GO:0002495;GO:0002504;GO:0019886" "antigen processing and presentation of peptide or polysaccharide antigen via MHC class II" 0.0668970536125719
-829 0.387836261036583 2 16 "GO:0002507" "tolerance induction" 0.511713250801181
-1851 0.0949135902480527 2 12 "GO:0002517;GO:0002643;GO:0002645" "regulation of tolerance induction" 0.184103091011436
1169 8.19967413804085e-13 2 577 "GO:0002520;GO:0030097;GO:0048534" "immune system development" 3.90256954627915e-11
1169 3.80313039774992e-08 4 334 "GO:0002521" "leukocyte differentiation" 7.95508294663104e-07
428 0.244236369031107 5 110 "GO:0002526" "acute inflammatory response" 0.359351360169424
1776 0.0207713222819496 2 25 "GO:0002532" "production of molecular mediator involved in inflammatory response" 0.0591613377050499
2368 0.0058099545771697 5 20 "GO:0002544" "chronic inflammatory response" 0.0213183137781288
1862 0.0117640273392302 4 27 "GO:0002548" "monocyte chemotaxis" 0.038062133775401
1099 0.365216052475609 3 10 "GO:0002566;GO:0016446" "somatic diversification of immune receptors via somatic mutation" 0.486954736634145
1006 0.00209579687409212 2 139 "GO:0002573" "myeloid leukocyte differentiation" 0.00951949783474208
747 0.0771155262217994 4 83 "GO:0002576" "platelet degranulation" 0.157003960392058
1521 0.188642960495285 3 11 "GO:0002577" "regulation of antigen processing and presentation" 0.299566480786516
1169 0.0803674067070975 2 33 "GO:0002637" "regulation of immunoglobulin production" 0.162249711973939
2896 0.00186694139687734 2 17 "GO:0002639" "positive regulation of immunoglobulin production" 0.00869650432247544
570 0.276164579633939 5 54 "GO:0002673" "regulation of acute inflammatory response" 0.395518743793221
74 0.949285912982393 3 11 "GO:0002674" "negative regulation of acute inflammatory response" 0.966652694026102
1117 0.172338919750153 2 22 "GO:0002675" "positive regulation of acute inflammatory response" 0.280317490074048
1030 9.26419014849217e-15 2 893 "GO:0002682" "regulation of immune system process" 6.61382618427137e-13
1112 2.7156011306891e-05 4 213 "GO:0002683" "negative regulation of immune system process" 0.000255058507464192
1385 1.10340430430629e-17 2 589 "GO:0002684" "positive regulation of immune system process" 1.50982488972577e-15
1306 0.00165438301324378 2 86 "GO:0002685" "regulation of leukocyte migration" 0.00786250913964193
1633 0.0994382173386674 2 15 "GO:0002686" "negative regulation of leukocyte migration" 0.189857619616386
1252 0.00541924159029408 2 73 "GO:0002687;GO:0002688;GO:0002690" "positive regulation of leukocyte migration" 0.0201813718634176
1388 1.12871199380052e-11 3 362 "GO:0002694;GO:0050865;GO:0051249" "regulation of cell activation" 4.52035388736696e-10
1070 0.00217249154152654 2 122 "GO:0002695;GO:0050866;GO:0051250" "negative regulation of cell activation" 0.00975858207525945
1672 2.01160400480761e-11 2 241 "GO:0002696;GO:0050867;GO:0051251" "positive regulation of cell activation" 7.59322707102091e-10
1183 6.0774546852696e-06 3 219 "GO:0002697" "regulation of immune effector process" 7.31075501334263e-05
1630 0.00183244955697298 2 54 "GO:0002698" "negative regulation of immune effector process" 0.00858454257503462
1438 0.000141113948550742 2 104 "GO:0002699" "positive regulation of immune effector process" 0.00103672976966585
1253 0.0086332602474985 4 65 "GO:0002700" "regulation of production of molecular mediator of immune response" 0.0295329444299844
1408 0.186012426441442 2 13 "GO:0002701;GO:0002719" "negative regulation of production of molecular mediator of immune response" 0.296381141998285
1432 0.0233720856088685 3 37 "GO:0002702" "positive regulation of production of molecular mediator of immune response" 0.0644449447015316
1354 0.000500195939881086 5 98 "GO:0002703;GO:0002706" "regulation of leukocyte mediated immunity" 0.0029381348515532
1949 0.0149318710578372 2 23 "GO:0002704" "negative regulation of leukocyte mediated immunity" 0.0456576020055283
1481 0.122846032020893 2 16 "GO:0002707" "negative regulation of lymphocyte mediated immunity" 0.221455928386427
744 0.251931378039676 3 35 "GO:0002709" "regulation of T cell mediated immunity" 0.36787134081027
2291 0.0477251528348482 5 11 "GO:0002710" "negative regulation of T cell mediated immunity" 0.110998159992664
