"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-61 0.905396564133282 3 16 "GO:0001568" "blood vessel development" 0.945254857911789
439 0.117013562550531 2 53 "GO:0001578;GO:0035082" "microtubule bundle formation" 0.25199251725964
758 0.0219233003562026 4 38 "GO:0001649;GO:0045667" "osteoblast differentiation" 0.0818291115218007
97 0.804549347578018 3 27 "GO:0001659;GO:0106106;GO:1990845;GO:0120161" "temperature homeostasis" 0.881766158026682
437 0.141797039847492 3 47 "GO:0001666;GO:0036294;GO:0071453" "cellular response to oxygen levels" 0.285475746574477
745 8.21148113758799e-07 2 186 "GO:0001667;GO:0010631;GO:0090130;GO:0090132" "ameboidal-type cell migration" 3.7915621600515e-05
-164 0.73992907985301 2 17 "GO:0001676" "long-chain fatty acid metabolic process" 0.839086687457444
648 0.0262023285714022 4 49 "GO:0001678;GO:0042593;GO:0009749;GO:0071322;GO:0071326;GO:0071331" "cellular response to carbohydrate stimulus" 0.0907891450010739
422 0.100892660396901 2 63 "GO:0001700" "embryonic development via the syncytial blastoderm" 0.227490457200656
916 0.0391860484910275 2 21 "GO:0001703;GO:0010004" "gastrulation with mouth forming first" 0.120624879702815
113 0.731721745541295 3 38 "GO:0001704" "formation of primary germ layer" 0.834233487670269
441 0.452623601667396 2 12 "GO:0001706;GO:0007492" "endoderm development" 0.608347209064877
-178 0.711228570758989 2 18 "GO:0001707" "mesoderm formation" 0.81966873808578
731 0.0079124440310424 2 55 "GO:0001708" "cell fate specification" 0.0391188634212951
610 0.0118471594664712 3 71 "GO:0001709" "cell fate determination" 0.0520980677159106
944 0.000958664940058866 4 51 "GO:0001736" "establishment of planar polarity" 0.00862798446052979
652 0.00202790621878067 2 94 "GO:0001751" "compound eye photoreceptor cell differentiation" 0.0149040581615576
561 0.00143382895406819 6 136 "GO:0001754;GO:0046530" "photoreceptor cell differentiation" 0.0116684011434515
913 0.000280558929529313 2 66 "GO:0001763;GO:0048754;GO:0061138" "morphogenesis of a branching structure" 0.00350533627247212
-300 0.555817595997797 4 16 "GO:0001764" "neuron migration" 0.692814890785986
559 0.000187856627174511 2 190 "GO:0001775" "cell activation" 0.00256675318237908
662 0.00380080802585895 4 80 "GO:0001816;GO:0001817" "cytokine production" 0.0238139122328154
514 0.160238304432991 4 31 "GO:0001818" "negative regulation of cytokine production" 0.313683095498316
1063 0.00316895993118743 3 32 "GO:0001819" "positive regulation of cytokine production" 0.0209033257572736
-219 0.568993438381694 3 28 "GO:0001824" "blastocyst development" 0.703458709617414
1452 0.000161712485227972 2 28 "GO:0001837" "epithelial to mesenchymal transition" 0.0023052169035182
648 0.0393798860399355 5 42 "GO:0001838;GO:0072175" "epithelial tube formation" 0.120995599925611
601 0.140168216966077 6 25 "GO:0001841;GO:0014020;GO:0060606" "tube closure" 0.283270497465221
-135 0.825979949733009 5 11 "GO:0001885" "endothelial cell development" 0.897381797050082
698 0.00175104165252932 2 84 "GO:0001894" "tissue homeostasis" 0.0133305106450619
939 0.0166751443878044 2 27 "GO:0001895" "retina homeostasis" 0.0667005775512176
887 0.0913654035937089 2 15 "GO:0001906" "cell killing" 0.213215216007194
537 4.37923007202515e-06 2 316 "GO:0001932;GO:0042325" "regulation of phosphorylation" 0.000134804125695383
563 0.0102701295149477 2 87 "GO:0001933;GO:0033673;GO:0051348" "negative regulation of protein phosphorylation" 0.0472159201076816
653 0.000269397484433811 3 131 "GO:0001934" "positive regulation of protein phosphorylation" 0.00340595391034175
190 0.669395855382535 2 21 "GO:0001935;GO:0001936;GO:0050679" "endothelial cell proliferation" 0.787262899685772
401 0.378684852586914 2 20 "GO:0001941" "postsynaptic membrane organization" 0.538011121668632
398 0.0135724677721939 4 163 "GO:0001944" "vasculature development" 0.05719825703996
1181 0.00104489368758087 6 32 "GO:0001952" "regulation of cell-matrix adhesion" 0.00924198575219905
18 0.967622714006921 2 22 "GO:0001959;GO:0060759" "regulation of cytokine-mediated signaling pathway" 0.980905887671209
7 0.990873416144283 3 12 "GO:0001960;GO:0060761" "negative regulation of cytokine-mediated signaling pathway" 0.993666686491295
0 0.999829935723959 5 12 "GO:0001990;GO:0003044" "regulation of systemic arterial blood pressure mediated by a chemical signal" 0.999829935723959
484 2.0613309023168e-06 4 423 "GO:0002009;GO:0048729" "tissue morphogenesis" 7.68116988863313e-05
1263 0.00683560127619258 2 19 "GO:0002011" "morphogenesis of an epithelial sheet" 0.0360268414655907
1219 0.0250835514569462 4 14 "GO:0002028;GO:1902305;GO:2000649" "regulation of sodium ion transport" 0.0886480254485087
-237 0.64088359423911 2 16 "GO:0002040" "sprouting angiogenesis" 0.765599974220399
783 6.85268514425832e-08 3 202 "GO:0002064" "epithelial cell development" 5.39077898014988e-06
762 0.0792175592597199 5 22 "GO:0002065" "columnar/cuboidal epithelial cell differentiation" 0.192514983830258
1356 0.0271288258108124 5 11 "GO:0002066" "columnar/cuboidal epithelial cell development" 0.0923423493944961
605 0.265799784663629 2 14 "GO:0002067" "glandular epithelial cell differentiation" 0.431708433156499
1022 0.00525218755220471 2 31 "GO:0002090;GO:0031623" "receptor internalization" 0.030069127657366
-401 0.477854864264052 2 13 "GO:0002097" "tRNA wobble base modification" 0.630412255712327
247 0.63860448719968 2 15 "GO:0002119" "nematode larval development" 0.763455474806934
396 0.0517281153832069 3 101 "GO:0002164" "larval development" 0.144947911707034
339 0.0122348384184182 3 234 "GO:0002165" "instar larval or pupal development" 0.0532516327883612
915 0.0564782463869272 2 18 "GO:0002168" "instar larval development" 0.15377084918312
339 0.292847552754594 4 40 "GO:0002181" "cytoplasmic translation" 0.457358972096145
141 0.745193957239804 2 22 "GO:0002183" "cytoplasmic translational initiation" 0.842388831723546
496 0.288039298472602 2 19 "GO:0002200;GO:0002562;GO:0016444" "somatic diversification of immune receptors" 0.451509571923105
-481 0.454890185658755 3 10 "GO:0002209;GO:0042596" "fear response" 0.608813329766349
579 0.32451481789388 3 12 "GO:0002220" "innate immune response activating cell surface receptor signaling pathway" 0.491983920918345
189 0.582378078753273 6 35 "GO:0002221;GO:0002758;GO:0002218" "innate immune response-activating signaling pathway" 0.714599098366234
76 0.901792096320644 2 11 "GO:0002224" "toll-like receptor signaling pathway" 0.943760248439213
861 0.0584944606220301 2 20 "GO:0002225;GO:0002803;GO:1900426;GO:0002807" "positive regulation of antimicrobial peptide production" 0.157057203526852
800 0.0043437305918175 4 53 "GO:0002237" "response to molecule of bacterial origin" 0.026062383550905
1045 0.021717713358346 2 20 "GO:0002244" "hematopoietic progenitor cell differentiation" 0.0816124370106868
1530 0.0126523606204389 2 11 "GO:0002251" "organ or tissue specific immune response" 0.0546140783250639
573 0.000669756934650779 2 149 "GO:0002252" "immune effector process" 0.00680652502008734
329 0.162767462450671 3 75 "GO:0002263" "cell activation involved in immune response" 0.315712652929784
406 0.163682820857675 2 49 "GO:0002283;GO:0002275;GO:0042119;GO:0002274;GO:0036230;GO:0002446;GO:0002444;GO:0002443" "myeloid leukocyte activation" 0.316344232485625
105 0.852640368657531 2 13 "GO:0002285;GO:0046649;GO:0051249;GO:0002822;GO:0002819" "lymphocyte activation involved in immune response" 0.913727620095154
293 0.26250934849019 2 61 "GO:0002366;GO:0045321" "leukocyte activation" 0.428241056983997
531 3.23386919991672e-10 1 636 "GO:0002376" "immune system process" 9.41296349455425e-08
586 0.030340389473377 4 57 "GO:0002440" "production of molecular mediator of immune response" 0.0994490543849579
316 0.412291868155333 4 28 "GO:0002478;GO:0019884;GO:0048002;GO:0019882" "antigen processing and presentation" 0.572358122850933
572 1.64607084967816e-05 2 243 "GO:0002520;GO:0048534;GO:0030097" "immune system development" 0.000353157018658223
572 0.017585949774392 4 72 "GO:0002521" "leukocyte differentiation" 0.0687626969036845
1630 0.00135674086107096 2 16 "GO:0002532" "production of molecular mediator involved in inflammatory response" 0.0111694480190493
1575 0.0102621894809715 2 11 "GO:0002534;GO:1900015" "cytokine production involved in inflammatory response" 0.0472159201076816
669 2.63411074935932e-08 2 299 "GO:0002682" "regulation of immune system process" 2.54311419619963e-06
692 0.00151439941034426 4 88 "GO:0002683" "negative regulation of immune system process" 0.0120471323879071
764 9.29062668929305e-07 2 175 "GO:0002684" "positive regulation of immune system process" 3.94665821761169e-05
682 0.180345901933383 4 16 "GO:0002694" "regulation of leukocyte activation" 0.336899468519354
896 0.0002985095586733 4 68 "GO:0002697;GO:0002699" "regulation of immune effector process" 0.00363748590149731
769 0.190369959518692 2 12 "GO:0002698" "negative regulation of immune effector process" 0.34978009863123
604 0.0423498456243977 3 47 "GO:0002702;GO:0002700" "regulation of production of molecular mediator of immune response" 0.126072005028146
429 0.0657749169468341 4 77 "GO:0002757;GO:0002253;GO:0002764" "immune response-regulating signaling pathway" 0.169958544519557
500 0.121126863478721 2 40 "GO:0002768;GO:0002429" "immune response-regulating cell surface receptor signaling pathway" 0.257530989017821
902 0.0423801372834728 3 21 "GO:0002777;GO:0002778;GO:0002780;GO:0002786;GO:0002805;GO:0002808;GO:0019731" "antibacterial humoral response" 0.126072005028146
407 0.0565419177081057 2 92 "GO:0002790;GO:0015833;GO:0009914;GO:0030072;GO:0046879" "hormone transport" 0.15377084918312
534 0.181083064675908 3 26 "GO:0002793;GO:0090277" "positive regulation of peptide secretion" 0.337682554321008
621 6.01301089213637e-05 2 177 "GO:0002831;GO:0031347" "regulation of defense response" 0.00108234196058455
599 0.00379921244224703 3 98 "GO:0002833;GO:0031349" "positive regulation of defense response" 0.0238139122328154
713 0.0445574374498631 3 33 "GO:0002920;GO:0002760;GO:0002784;GO:0002759;GO:0002922;GO:0002775;GO:0061844" "regulation of humoral immune response" 0.130386448438148
281 0.000295028066968642 2 769 "GO:0003006;GO:0007276;GO:0048609;GO:0019953;GO:0032504" "multicellular organism reproduction" 0.00362219430197339
847 0.000103742528739212 2 88 "GO:0003007" "heart morphogenesis" 0.00165676038377508
261 0.00116738558342673 2 711 "GO:0003008" "system process" 0.0100385707659853
813 0.206230219825687 6 10 "GO:0003009" "skeletal muscle contraction" 0.368094946982991
625 0.00324745855418749 3 93 "GO:0003012" "muscle system process" 0.0211474825060961
770 5.58135590608134e-06 2 147 "GO:0003013" "circulatory system process" 0.000160199999250227
791 0.00178555933611843 4 65 "GO:0003015;GO:1903522;GO:0060047" "heart process" 0.0134486809571473
816 0.00557541466835352 2 48 "GO:0003018" "vascular process in circulatory system" 0.0310818392534984
461 0.350746328725293 2 17 "GO:0003073" "regulation of systemic arterial blood pressure" 0.513782898077602
1016 0.0458105795474641 3 16 "GO:0003151" "outflow tract morphogenesis" 0.132915765424725
447 0.325842512170031 2 20 "GO:0003158;GO:0045446" "endothelium development" 0.492641693426579
1232 0.0555289300135318 2 10 "GO:0003197" "endocardial cushion development" 0.151900242561187
752 0.20032015116285 2 12 "GO:0003254" "regulation of membrane depolarization" 0.361188455916718
1003 0.0878882952578355 2 12 "GO:0003279" "cardiac septum development" 0.207186169952988
-1080 0.0243848046467941 3 18 "GO:0003333;GO:1902475" "amino acid transmembrane transport" 0.0874887247800518
412 0.465996864023993 5 13 "GO:0003382" "epithelial cell morphogenesis" 0.619772911200351
459 0.313525362547945 3 20 "GO:0003407" "neural retina development" 0.479585820023285
255 0.0555680265866488 2 241 "GO:0005975" "carbohydrate metabolic process" 0.151900242561187
163 0.52866841088903 2 62 "GO:0005976" "polysaccharide metabolic process" 0.671468366350566
401 0.31512209475264 3 26 "GO:0005977;GO:0009250" "glycogen metabolic process" 0.481178525704247
109 0.841126291528303 4 14 "GO:0005978;GO:0010962;GO:0070873;GO:0032885;GO:0032881" "regulation of polysaccharide metabolic process" 0.907339889896453
256 0.174789443247306 2 118 "GO:0005996;GO:0019318" "monosaccharide metabolic process" 0.33029606535345
685 0.0214122294515081 3 47 "GO:0006006" "glucose metabolic process" 0.0809245113078349
-38 0.882419050769347 2 62 "GO:0006022" "aminoglycan metabolic process" 0.932930843122993
223 0.576185828812111 3 26 "GO:0006023" "aminoglycan biosynthetic process" 0.708228414581553
271 0.542132515107657 2 21 "GO:0006024;GO:1903510" "mucopolysaccharide metabolic process" 0.683011500849191
-313 0.35677893524466 3 36 "GO:0006026" "aminoglycan catabolic process" 0.519395790582356
-843 0.190067636387739 2 10 "GO:0006027" "glycosaminoglycan catabolic process" 0.349620526727637
458 0.190118506765735 3 34 "GO:0006029" "proteoglycan metabolic process" 0.349620526727637
-485 0.224625845024581 3 26 "GO:0006030;GO:0046348;GO:1901072" "amino sugar catabolic process" 0.391206565702028
326 0.0408535475701663 2 167 "GO:0006066" "alcohol metabolic process" 0.123474019072361
-240 0.539849514033616 3 27 "GO:0006081" "cellular aldehyde metabolic process" 0.681712465997265
827 0.104131633351695 2 16 "GO:0006084" "acetyl-CoA metabolic process" 0.23257159751735
717 0.0170724226784802 6 46 "GO:0006090;GO:0006165;GO:0006757" "pyruvate metabolic process" 0.0677791135870877
224 0.134722803176109 2 189 "GO:0006091" "generation of precursor metabolites and energy" 0.275145417255823
515 0.361430761075281 4 13 "GO:0006094" "gluconeogenesis" 0.52508819187681
883 0.0242850986871048 3 27 "GO:0006096;GO:0043470" "regulation of carbohydrate catabolic process" 0.0874887247800518
678 0.0214079114450623 3 48 "GO:0006109;GO:0010675" "regulation of carbohydrate metabolic process" 0.0809245113078349
1174 0.0679672895502785 2 10 "GO:0006110" "regulation of glycolytic process" 0.173721447659196
306 0.330917032512909 2 42 "GO:0006112;GO:0044042;GO:0006073;GO:0044264" "obsolete cellular polysaccharide metabolic process" 0.495675442212566
-180 0.488449275174346 2 62 "GO:0006119;GO:0022900;GO:0022904" "oxidative phosphorylation" 0.637214893298499
624 0.0700498544473491 2 35 "GO:0006140;GO:1900542;GO:1903578" "regulation of nucleotide metabolic process" 0.176286600528637
664 0.191690731374122 4 16 "GO:0006144" "purine nucleobase metabolic process" 0.35159854355668
238 0.196602564626041 5 124 "GO:0006164;GO:0072522;GO:0009152;GO:0009260;GO:0046390" "purine-containing compound biosynthetic process" 0.356604481012563
453 0.481517005260749 2 10 "GO:0006195" "purine nucleotide catabolic process" 0.632884974736281
1340 0.0289524248437175 4 11 "GO:0006206" "pyrimidine nucleobase metabolic process" 0.0960858599500874
562 0.144560681300077 2 28 "GO:0006220;GO:0006221;GO:0072528" "pyrimidine-containing compound biosynthetic process" 0.28966687460506
20 0.846963076206273 4 431 "GO:0006259" "DNA metabolic process" 0.910859199067027
136 0.484816438899092 2 111 "GO:0006260;GO:0006261" "DNA replication" 0.634864436634816
25 0.967269057449416 2 11 "GO:0006270" "DNA replication initiation" 0.980905887671209
-10 0.975078421504124 3 38 "GO:0006275;GO:0090329" "regulation of DNA replication" 0.984619510508283
203 0.63250376060931 2 23 "GO:0006278;GO:0010833" "telomere maintenance via telomere lengthening" 0.759004512731172
-73 0.627834180231836 4 188 "GO:0006281" "DNA repair" 0.755107473846217
-42 0.889412305302916 3 45 "GO:0006282" "regulation of DNA repair" 0.935500573441662
-510 0.163504417676054 6 31 "GO:0006289" "nucleotide-excision repair" 0.316287234193022
297 0.133559829905843 5 107 "GO:0006302" "double-strand break repair" 0.273035819590537
32 0.951395190322882 2 15 "GO:0006303" "double-strand break repair via nonhomologous end joining" 0.970587600502306
114 0.734317672879859 2 37 "GO:0006304" "DNA modification" 0.836743957723616
483 0.342187014471108 3 16 "GO:0006305" "DNA alkylation" 0.507747870229589
326 0.612493029633696 2 10 "GO:0006306" "DNA methylation" 0.741696234288467
987 0.0456311351154118 2 17 "GO:0006308" "DNA catabolic process" 0.132586225697859
338 0.0833937373803769 2 110 "GO:0006310" "DNA recombination" 0.199513613934539
884 0.104105436584653 3 14 "GO:0006312" "mitotic recombination" 0.23257159751735
18 0.922239654306414 5 129 "GO:0006325" "chromatin organization" 0.954300131909693
182 0.447113022930799 2 73 "GO:0006338" "chromatin remodeling" 0.603730489958689
253 0.303778344818878 5 69 "GO:0006352" "DNA-templated transcription initiation" 0.468913665984954
336 0.522341913065138 3 15 "GO:0006353" "DNA-templated transcription termination" 0.66673931691728
226 0.429371322901422 5 51 "GO:0006354" "DNA-templated transcription elongation" 0.586862734776461
541 0.234390136928914 2 20 "GO:0006356" "regulation of transcription by RNA polymerase I" 0.399554294411728
218 0.00658082141093608 5 718 "GO:0006357;GO:0006366" "transcription by RNA polymerase II" 0.0350793806232189
-91 0.877304384696515 2 12 "GO:0006359" "regulation of transcription by RNA polymerase III" 0.930301803841936
671 0.0713070225462236 4 30 "GO:0006360" "transcription by RNA polymerase I" 0.178393540504333
442 0.0530136519445101 3 80 "GO:0006364" "rRNA processing" 0.146807036154028
1000 0.00820986646245414 6 29 "GO:0006367" "transcription initiation at RNA polymerase II promoter" 0.0399948540510381
-44 0.910863834158773 2 27 "GO:0006368;GO:0034243" "transcription elongation by RNA polymerase II" 0.948369992035899
274 0.6557915895147 7 11 "GO:0006376" "mRNA splice site recognition" 0.778157171021912
-38 0.923748150285465 4 26 "GO:0006383" "transcription by RNA polymerase III" 0.954300131909693
149 0.109060771530751 2 515 "GO:0006396" "RNA processing" 0.240795300136502
108 0.409131601456024 2 252 "GO:0006397;GO:0000375;GO:0008380;GO:0000377" "mRNA processing" 0.569459712642592
-231 0.203906412258793 6 127 "GO:0006399" "tRNA metabolic process" 0.365890314725313
-89 0.768686769203115 2 45 "GO:0006400" "tRNA modification" 0.854811883658333
263 0.139353356389895 4 133 "GO:0006402;GO:0006401" "RNA catabolic process" 0.282606823842656
217 0.249317329242811 2 118 "GO:0006403" "RNA localization" 0.416853403132137
-26 0.933877657438127 3 44 "GO:0006405;GO:0051028" "RNA export from nucleus" 0.959831869059865
70 0.890687627360461 2 16 "GO:0006406" "mRNA export from nucleus" 0.935500573441662
153 0.189055044391012 3 319 "GO:0006412" "translation" 0.348267922191248
291 0.281463840093466 3 57 "GO:0006413" "translational initiation" 0.445476301310374
797 0.0606272832003908 2 23 "GO:0006414" "translational elongation" 0.160764481295418
631 0.214662464706925 2 16 "GO:0006415" "translational termination" 0.379320361928044
548 0.00101391661627713 3 152 "GO:0006417" "regulation of translation" 0.0090485667771959
267 0.520648940549083 4 24 "GO:0006446" "regulation of translational initiation" 0.666179728750754
450 0.126653398325267 2 48 "GO:0006457" "protein folding" 0.265036273933859
430 0.370435796959927 3 18 "GO:0006458;GO:0051084;GO:0061077" "chaperone-mediated protein folding" 0.53126796717827
517 1.35781237582785e-06 3 382 "GO:0006468" "protein phosphorylation" 5.24362452046973e-05
481 0.117880547306993 2 44 "GO:0006469" "negative regulation of protein kinase activity" 0.252143285478402
-18 0.945538462348035 3 63 "GO:0006470" "protein dephosphorylation" 0.96740062332718
326 0.125084493358751 5 93 "GO:0006473;GO:0018394;GO:0006475;GO:0018393" "protein acetylation" 0.263048974152462
219 0.476713373930076 5 44 "GO:0006476;GO:0035601;GO:0098732" "macromolecule deacylation" 0.629297207102226
213 0.345619415018977 2 82 "GO:0006479;GO:0008213;GO:0016571" "protein alkylation" 0.50941555790905
-12 0.959621455015338 3 80 "GO:0006486" "protein glycosylation" 0.975943691394703
-440 0.322186484753455 5 21 "GO:0006487" "protein N-linked glycosylation" 0.48880292401167
-599 0.351966165876863 3 10 "GO:0006490" "oligosaccharide-lipid intermediate biosynthetic process" 0.515214428892114
105 0.793308951625655 4 26 "GO:0006493" "protein O-linked glycosylation" 0.873050887695799
147 0.549719075531831 2 69 "GO:0006497;GO:0042157;GO:0042158" "lipoprotein metabolic process" 0.688445351668401
-59 0.868081711245844 3 33 "GO:0006505;GO:0009247" "glycolipid biosynthetic process" 0.924213310619636
-803 0.21187149016252 4 10 "GO:0006506" "GPI anchor biosynthetic process" 0.375638601924201
123 0.185856082202311 2 520 "GO:0006508" "proteolysis" 0.344165927286581
139 0.784221390243128 4 16 "GO:0006513" "protein monoubiquitination" 0.867093301861741
756 0.24012905567308 6 10 "GO:0006515;GO:0071218" "protein quality control for misfolded or incompletely synthesized proteins" 0.406573653851951
83 0.583970392455895 2 184 "GO:0006520" "amino acid metabolic process" 0.715313214288536
224 0.715333516123438 4 11 "GO:0006534" "cysteine metabolic process" 0.823442255300848
-347 0.539183177578765 2 13 "GO:0006536" "glutamate metabolic process" 0.68168158879601
-250 0.670156896563107 3 12 "GO:0006544" "glycine metabolic process" 0.78772177548425
492 0.366215701999057 3 14 "GO:0006555;GO:0009067" "aspartate family amino acid biosynthetic process" 0.527708379271368
1221 0.0466212752078107 8 11 "GO:0006563" "L-serine metabolic process" 0.134542919213845
596 0.256799382124934 6 15 "GO:0006570" "tyrosine metabolic process" 0.422481211873271
-60 0.801130188853103 3 74 "GO:0006575" "cellular modified amino acid metabolic process" 0.879834809267834
192 0.522242864197459 2 46 "GO:0006582" "melanin metabolic process" 0.66673931691728
-110 0.858132090624724 3 11 "GO:0006595" "polyamine metabolic process" 0.91687075546364
-55 0.767633879688764 2 123 "GO:0006605" "protein targeting" 0.85408819301149
612 0.0892524035331648 3 32 "GO:0006606" "protein import into nucleus" 0.209010038703905
-390 0.473934771620598 3 14 "GO:0006611" "protein export from nucleus" 0.626407874873771
573 0.136879170813755 5 28 "GO:0006612" "protein targeting to membrane" 0.278745310458692
400 0.478278368602603 2 13 "GO:0006613;GO:0045047" "protein targeting to ER" 0.630579301621309
-708 0.228240818694007 4 12 "GO:0006623;GO:0061462" "protein localization to lysosome" 0.393179726736473
-182 0.747135891683457 2 13 "GO:0006625;GO:0015919" "peroxisomal membrane transport" 0.842388831723546
-38 0.919123807380812 4 29 "GO:0006626" "protein targeting to mitochondrion" 0.954300131909693
150 0.0738553997019023 3 647 "GO:0006629;GO:0044255" "lipid metabolic process" 0.182405661589349
72 0.661757804057312 2 154 "GO:0006631" "fatty acid metabolic process" 0.782613349564438
743 0.0156466445927739 3 44 "GO:0006633" "fatty acid biosynthetic process" 0.0636656573085283
-103 0.824701145826498 6 19 "GO:0006635" "fatty acid beta-oxidation" 0.897310447006145
474 0.0539289970015487 4 69 "GO:0006637;GO:0033875;GO:0034032;GO:0035383;GO:0033865" "ribonucleoside bisphosphate metabolic process" 0.148756636370936
